Site,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
010_3324_FY19,22.75,22.75,23.75,25.25,23,24.25,,,,,,,,,,,,,,,,,,,
010_3407_FY19,13.5,13.25,11.5,19,16.75,17.75,,,,,,,,,,,,,,,,,,,
010_3415_FY19,12.75,18.25,12.75,16.5,15.75,7.25,11,9.5,14,17.75,19.25,19.5,,,,,,,,,,,,,
010_3418_FY19,1,23.5,20.25,22,21.75,,,,,,,,,,,,,,,,,,,,
010_3424_FY19,24.25,24.25,23.25,23.5,,,,,,,,,,,,,,,,,,,,,
010_3427_FY19,23.5,23.25,22.5,23.25,23.75,23.5,23,22,24.25,22.5,,,,,,,,,,,,,,,
010_3429_FY19,13,13.25,11.25,17.25,15.75,15.75,,,,,,,,,,,,,,,,,,,
010_3529_FY19,15,16.25,21.5,10.75,11.5,12,,,,,,,,,,,,,,,,,,,
010_3532_FY19,24.5,23.25,24.5,23.25,24,,,,,,,,,,,,,,,,,,,,
010_3613_FY19,20,6.25,11.75,19.75,19.75,,,,,,,,,,,,,,,,,,,,
010_3722_FY19,23.5,23.5,23,24.5,23.25,,,,,,,,,,,,,,,,,,,,
010_3738_FY19,18.75,15,13.75,16,17.75,,,,,,,,,,,,,,,,,,,,
010_3840_FY19,17,15.25,13.75,13.75,18.75,19,,,,,,,,,,,,,,,,,,,
010_3924_FY19,22.5,24.75,23,24.25,24,23.25,23.75,24.5,25,24.5,24.5,,,,,,,,,,,,,,
010_3928_FY19,6.5,11.75,14,16.5,15.5,15.25,13.5,13.5,24.5,21.75,19.25,,,,,,,,,,,,,,
010_3937_FY19,20.5,19.75,20.25,19.25,18.75,21.25,,,,,,,,,,,,,,,,,,,
010_3943_FY19,20.25,19.5,21.5,21,19.5,20.25,,,,,,,,,,,,,,,,,,,
010_4034_FY19,15.5,16.25,22,12.25,11.75,12.25,,,,,,,,,,,,,,,,,,,
010_4037_FY19,16,17.25,19.75,19.5,18.75,15,15.75,,,,,,,,,,,,,,,,,,
010_4041_FY19,16.75,17.25,20.75,19.75,19.75,15.5,16.25,,,,,,,,,,,,,,,,,,
010_4043_FY19,21.5,22.5,19.5,21.25,21.5,,,,,,,,,,,,,,,,,,,,
010_4047_FY19,22.75,22.5,21.5,20.75,21.5,21,21.5,,,,,,,,,,,,,,,,,,
010_4048_FY19,23.5,21.75,21.75,24,23,22.75,23.25,22.5,,,,,,,,,,,,,,,,,
010_4453_FY19,22,20.75,19.5,19,20.25,,,,,,,,,,,,,,,,,,,,
010_4664_FY19,22.5,24.5,23.25,24,24,23.25,23.5,,,,,,,,,,,,,,,,,,
011_1409_FY19,20.25,18,18,20.5,19.25,19.5,17.5,17.25,,,,,,,,,,,,,,,,,
011_1615_FY19,21.25,22.25,22.75,24.75,23.75,24,23.5,,,,,,,,,,,,,,,,,,
011_1619_FY19,11.75,12,13.75,18.5,15.25,18,16.5,7,12,10.5,15.75,19,19.5,19.75,17.5,17.5,,,,,,,,,
011_1620_FY19,22.75,22.25,22.25,23,23,22.25,23,,,,,,,,,,,,,,,,,,
011_1720_FY19,14.25,16.75,17,18,16,,,,,,,,,,,,,,,,,,,,
011_1723_FY19,7.25,8,17.75,16,6.5,3.25,5.5,8.5,14.25,17.5,18.75,21.75,18.5,17,16.25,16,16.5,19.5,16,18.5,,,,,
011_1728_FY19,13.5,17.25,15.75,15,15.25,20,,,,,,,,,,,,,,,,,,,
011_1829_FY19,23.25,22.75,23,22.25,,,,,,,,,,,,,,,,,,,,,
011_1927_FY19,22.75,22.5,23,23.25,24,23.5,23.25,,,,,,,,,,,,,,,,,,
011_1933_FY19,23.75,24.5,24.5,23.75,26,24.75,23,,,,,,,,,,,,,,,,,,
011_2032_FY19,20,20,21,21.5,22.5,,,,,,,,,,,,,,,,,,,,
011_2033_FY19,25.25,24.25,24.25,24,24.25,,,,,,,,,,,,,,,,,,,,
011_2037_FY19,12.25,15.75,11,1,1.75,0,6.25,10.25,13.75,16.5,19.5,3.5,7.75,8.75,,,,,,,,,,,
011_2133_FY19,26.25,26.25,24.5,22.25,24.75,,,,,,,,,,,,,,,,,,,,
011_2134_FY19,18.5,16.25,17,18.75,19,18.75,,,,,,,,,,,,,,,,,,,
011_2139_FY19,1.25,11.75,15,13,2.5,9.5,10.75,7.5,12,13.5,17,6.75,2,,,,,,,,,,,,
011_2239_FY19,23.5,24,24.5,1,25,24.5,,,,,,,,,,,,,,,,,,,
011_2240_FY19,14.25,1.25,3,9,17.75,20.75,18.75,23.5,11.25,2.25,9.75,13,18.75,14.5,,,,,,,,,,,
011_2243_FY19,21.75,22.25,22.75,22.75,21.75,,,,,,,,,,,,,,,,,,,,
011_2247_FY19,21.5,22.25,23.75,23,23,22.25,,,,,,,,,,,,,,,,,,,
011_2248_FY19,17.75,17.75,18,18,,,,,,,,,,,,,,,,,,,,,
011_2342_FY19,22.75,22.25,23.5,25.5,,,,,,,,,,,,,,,,,,,,,
011_2343_FY19,21.5,20.5,21,21,19.75,18.25,18.25,18,,,,,,,,,,,,,,,,,
011_2350_FY19,13,12,12.25,10,6.25,7.75,12.5,11.5,18.5,7,6.25,8.75,,,,,,,,,,,,,
011_2555_FY19,24.75,24.5,21.5,19.25,22.25,,,,,,,,,,,,,,,,,,,,
011_2556_FY19,22,10,10.25,7.25,8.75,9.75,,,,,,,,,,,,,,,,,,,
011_2656_FY19,11.75,17.75,16,20.25,21.25,22.25,22.5,,,,,,,,,,,,,,,,,,
011_2661_FY19,0.5,11.25,14.25,12.25,1,9.75,9.75,6.25,11.75,13,16.25,5.75,0.75,,,,,,,,,,,,
011_2662_FY19,15.75,18.25,18,17.25,,,,,,,,,,,,,,,,,,,,,
011_2759_FY19,22.75,23,23,22.5,24.25,23,,,,,,,,,,,,,,,,,,,
011_2762_FY19,23.25,22.75,22.75,21.75,,,,,,,,,,,,,,,,,,,,,
011_2771_FY19,19.5,19.5,19.75,19.75,,,,,,,,,,,,,,,,,,,,,
011_2865_FY19,14.5,2.25,3.75,9.5,18.25,21.75,21.25,23.5,11.25,2.25,10.5,14,19.5,14.75,,,,,,,,,,,
011_2867_FY19,11,10.75,12.5,18,15.25,17.5,16.25,6,10.5,9.5,15,18.25,18.75,19.75,17.5,17.25,,,,,,,,,
011_2872_FY19,23,22.25,22.75,23.75,22.5,23,24,,,,,,,,,,,,,,,,,,
011_2873_FY19,22.75,23.75,25.5,24.25,24.25,23.5,,,,,,,,,,,,,,,,,,,
011_2974_FY19,17.5,20,23,23,20.75,22.25,22.25,,,,,,,,,,,,,,,,,,
011_3072_FY19,23,22.5,23.25,24,22.5,22.75,22.5,,,,,,,,,,,,,,,,,,
011_3075_FY19,18,18.75,18,17.5,16,,,,,,,,,,,,,,,,,,,,
011_3279_FY19,21.75,20.25,19.75,20.75,,,,,,,,,,,,,,,,,,,,,
011_3290_FY19,6.5,8,16.5,15.5,4.5,1.25,4,6.5,12.75,14.25,17.5,,,,,,,,,,,,,,
011_3382_FY19,24,23,22.5,24,22.75,22.5,23.5,22.75,22.25,24.75,,,,,,,,,,,,,,,
011_3489_FY19,12.75,13.75,11.75,13.25,14.75,13.75,13,,,,,,,,,,,,,,,,,,
011_3498_FY19,0.5,3.5,9.25,17.75,20.5,20.5,23,10.5,1.5,10,,,,,,,,,,,,,,,
012_1076_FY19,18.5,18.25,17.75,17.25,15.25,,,,,,,,,,,,,,,,,,,,
012_1078_FY19,22.5,22.25,22.75,23.25,22.25,,,,,,,,,,,,,,,,,,,,
012_1083_FY19,25.5,23,21.25,23.75,,,,,,,,,,,,,,,,,,,,,
012_1091_FY19,13.75,11.75,12,11.5,8.5,9.75,13.75,13,18.25,9.25,,,,,,,,,,,,,,,
012_1093_FY19,22.75,22.25,24.25,23.5,23.5,23.25,21.25,,,,,,,,,,,,,,,,,,
012_1179_FY19,24.75,24.75,23.75,24,25.75,24.25,24.75,24.75,23.75,,,,,,,,,,,,,,,,
012_1183_FY19,20.5,22.25,22.5,21.5,21.25,22,20.5,22.74238733,,,,,,,,,,,,,,,,,
012_1184_FY19,14.5,16,15.25,16.75,14.25,,,,,,,,,,,,,,,,,,,,
012_1290_FY19,11,12.25,19.75,1.5,4.75,3,4.5,5.5,10.75,9.75,13.25,19,20.25,18,20,8.25,12.5,,,,,,,,
012_143_FY19,19.75,18.75,15,13,16,18.5,18.75,18,,,,,,,,,,,,,,,,,
012_145_FY19,20.5,20.75,22,19,,,,,,,,,,,,,,,,,,,,,
012_148_FY19,21.25,23.25,21.75,22.5,22.5,,,,,,,,,,,,,,,,,,,,
012_243_FY19,23.25,23.75,22.5,22.5,,,,,,,,,,,,,,,,,,,,,
012_252_FY19,22.75,22,22.5,20.75,21.25,22.25,23.75,22,23.75,,,,,,,,,,,,,,,,
012_255_FY19,24.25,24.25,25,24.5,,,,,,,,,,,,,,,,,,,,,
012_353_FY19,21.75,21.5,22.25,21.5,21.25,22.75,21.75,21,,,,,,,,,,,,,,,,,
012_562_FY19,22.25,22.25,21.25,21.75,,,,,,,,,,,,,,,,,,,,,
012_658_FY19,15.75,16.5,16.25,17.5,18.5,21,,,,,,,,,,,,,,,,,,,
012_668_FY19,12,11.75,13.25,14.25,20.25,2.5,5.75,4,,,,,,,,,,,,,,,,,
012_781_FY19,14.75,16.5,16.5,17.75,15.25,,,,,,,,,,,,,,,,,,,,
012_873_FY19,12.25,12.5,15,21.5,11.5,11.75,10,11.25,,,,,,,,,,,,,,,,,
012_877_FY19,23.75,24.25,23,24.5,23,,,,,,,,,,,,,,,,,,,,
012_879_FY19,20.25,18.75,20.25,23.5,,,,,,,,,,,,,,,,,,,,,
012_976_FY19,12.75,13.5,15.75,22,14.5,15,13.5,14.5,12.5,15,18.5,15.75,15.5,16,,,,,,,,,,,
012_991_FY19,23.25,22.25,22.5,24,,,,,,,,,,,,,,,,,,,,,
013_1195_FY19,23,23.5,24,23.75,,,,,,,,,,,,,,,,,,,,,
013_1295_FY19,23.5,23.25,23.5,24.5,23.5,23.25,25.25,,,,,,,,,,,,,,,,,,
013_1503_FY19,22.5,22.5,23.25,22.75,22.25,23,22.25,24,,,,,,,,,,,,,,,,,
013_1601_FY19,17.75,18.75,19.25,19,17.75,21,23.25,23.25,20,21.25,,,,,,,,,,,,,,,
013_1603_FY19,20.25,19,20,23,,,,,,,,,,,,,,,,,,,,,
013_1605_FY19,22.75,22.75,24.25,23.75,24,23.5,20.75,,,,,,,,,,,,,,,,,,
013_1606_FY19,13.75,11.25,15,19.25,20.25,18.75,20.75,7,14,,,,,,,,,,,,,,,,
013_1609_FY19,23,25,24,24.5,23.5,21,21.75,20.75,21.25,,,,,,,,,,,,,,,,
013_1614_FY19,21.75,20.5,20.75,21,20,18.5,18.5,,,,,,,,,,,,,,,,,,
013_1713_FY19,23,23.25,22.25,22.5,,,,,,,,,,,,,,,,,,,,,
013_2017_FY19,19.25,22.5,21.5,20.5,,,,,,,,,,,,,,,,,,,,,
013_2123_FY19,17.5,18.5,18.25,19.75,20.25,21.5,21.25,20.5,,,,,,,,,,,,,,,,,
013_2336_FY19,22.75,24.75,24.25,23.75,23.5,25,24.25,24.5,24.25,22.75,23,21.25,21.5,21.25,20.75,19.5,20.25,19.75,,,,,,,
013_2340_FY19,23.25,23.25,23.75,22.75,23,,,,,,,,,,,,,,,,,,,,
013_2433_FY19,22,22.25,23,23.25,21.25,21.75,20.75,17.75,,,,,,,,,,,,,,,,,
013_2434_FY19,23.25,22.75,22,21.5,25,,,,,,,,,,,,,,,,,,,,
013_2440_FY19,18.5,22.5,21.25,20.75,12,13.5,16,22.25,12.25,12,10.5,12.5,,,,,,,,,,,,,
013_2538_FY19,21.5,21.25,19.25,22,21.5,23,23,,,,,,,,,,,,,,,,,,
013_2539_FY19,20.75,21.25,21.75,22.25,22.5,22.25,,,,,,,,,,,,,,,,,,,
013_2540_FY19,19.5,20.75,20.75,21,19.75,21.75,23.75,,,,,,,,,,,,,,,,,,
013_2643_FY19,21.25,21.75,21,21.25,21,21.75,21.25,20.5,,,,,,,,,,,,,,,,,
013_2644_FY19,16.25,19.25,16.75,17.25,17.5,20,19.75,,,,,,,,,,,,,,,,,,
013_2649_FY19,16,10,11.25,18,20.75,8.25,4.25,,,,,,,,,,,,,,,,,,
013_2851_FY19,22.25,21,24.5,23.5,24,,,,,,,,,,,,,,,,,,,,
013_2853_FY19,21.5,22,22.25,22.75,22.5,,,,,,,,,,,,,,,,,,,,
013_2956_FY19,16.75,17.25,17.75,17.75,17.25,16.75,18.25,16.75,18.75,19.25,19.25,20.5,20.75,21.5,18,17.75,19.5,21,18.75,12.75,19,,,,
013_3060_FY19,24.25,23.5,23.75,25.25,,,,,,,,,,,,,,,,,,,,,
013_3062_FY19,13,15,17.5,17.75,17.25,16.5,15,,,,,,,,,,,,,,,,,,
013_3066_FY19,23.75,23.5,23.75,25.25,,,,,,,,,,,,,,,,,,,,,
013_3069_FY19,13.5,11.25,15,18.5,20.5,19.25,20.25,9,13.25,,,,,,,,,,,,,,,,
013_3171_FY19,19,21.25,21.5,19.75,21.5,20.5,,,,,,,,,,,,,,,,,,,
013_3277_FY19,19.75,20.25,9,15.5,17,18.75,18.75,,,,,,,,,,,,,,,,,,
013_3379_FY19,20.5,20.75,21.75,23.5,,,,,,,,,,,,,,,,,,,,,
013_3381_FY19,12.5,18.75,16.5,18,18.5,,,,,,,,,,,,,,,,,,,,
014_2843_FY19,23.5,23,24.75,24.5,24.25,24.75,24.25,22,24.5,,,,,,,,,,,,,,,,
014_2947_FY19,22.5,22.25,22,22.75,,,,,,,,,,,,,,,,,,,,,
015_2837_FY19,19.5,18.75,21,21.75,,,,,,,,,,,,,,,,,,,,,
015_2838_FY19,10.75,12.5,17.5,14.25,14,14.25,,,,,,,,,,,,,,,,,,,
015_4189_FY19,13.25,15.75,15.75,17,14.5,13.75,,,,,,,,,,,,,,,,,,,
015_4399_FY19,7,8,13.25,12.5,15.25,19.5,19.25,18.75,,,,,,,,,,,,,,,,,
015_5228_FY19,24.75,24.5,24.25,24.75,,,,,,,,,,,,,,,,,,,,,
015_5229_FY19,20,16.25,5.75,10.75,12.75,18.75,18.75,,,,,,,,,,,,,,,,,,
015_5230_FY19,5.5,1.5,3,6.25,14.25,15.75,20,21.5,17.5,14.5,14.25,13.75,15.25,19.5,15,6,7.75,,,,,,,,
015_5332_FY19,20,21.25,19.25,15.75,15.25,17.25,,,,,,,,,,,,,,,,,,,
03A_5455_FY19,11.25,10.25,8,10.25,10.75,12.75,17,,,,,,,,,,,,,,,,,,
03A_5559_FY19,23.5,23.5,22.5,23,,,,,,,,,,,,,,,,,,,,,
03A_5662_FY19,23,20.25,20.5,20.75,21,,,,,,,,,,,,,,,,,,,,
03A_5670_FY19,21.25,21.75,22,22.25,,,,,,,,,,,,,,,,,,,,,
05A_6724_FY19,13.75,8,8.75,17,19.5,6.25,0,,,,,,,,,,,,,,,,,,
05A_6932_FY19,21.25,22.75,20.75,22.5,21,21.75,23.25,24.25,23,24.75,,,,,,,,,,,,,,,
05A_7037_FY19,20.75,20.5,23.75,23.5,23.25,23,19.25,19.75,,,,,,,,,,,,,,,,,
05A_7456_FY19,21.75,21.25,20.25,20.5,,,,,,,,,,,,,,,,,,,,,
05A_7559_FY19,22.75,21.25,24.25,23.5,,,,,,,,,,,,,,,,,,,,,
05A_7566_FY19,23.25,22.5,23.25,24,22.75,23,22.25,21.75,24,22.5,,,,,,,,,,,,,,,
05A_7568_FY19,21.5,21.25,20.5,12.75,14.5,15.25,21.75,,,,,,,,,,,,,,,,,,
05A_7667_FY19,22,21.5,20.5,20.75,,,,,,,,,,,,,,,,,,,,,
05A_7668_FY19,13.75,16.25,13.25,8.25,6.75,13,14.25,,,,,,,,,,,,,,,,,,
05A_7768_FY19,15.75,5.75,11.75,13,8.75,13.5,14.25,17.5,7.25,4.5,8,14.5,19.75,,,,,,,,,,,,
05A_7770_FY19,20.75,18.25,19,16.25,,,,,,,,,,,,,,,,,,,,,
05A_7771_FY19,23,21.75,24.25,23.5,,,,,,,,,,,,,,,,,,,,,
05A_7874_FY19,21.25,19,19,16.5,,,,,,,,,,,,,,,,,,,,,
05A_7875_FY19,5.25,12.5,13.75,13.5,12.75,13.5,13.5,12,13,15.5,14,,,,,,,,,,,,,,
05A_7876_FY19,19.25,18.25,20,19.75,20.75,20.5,,,,,,,,,,,,,,,,,,,
05A_7879_FY19,17.25,19,18.5,18.5,,,,,,,,,,,,,,,,,,,,,
10A_1022_FY19,18.75,18,18.75,19.75,20.75,19.25,18,18.25,,,,,,,,,,,,,,,,,
10A_1234_FY19,23,23,24,23.75,23.5,22.75,21.75,,,,,,,,,,,,,,,,,,
10A_1656_FY19,12,11.75,21,15.25,14.5,12.25,15.25,11.5,,,,,,,,,,,,,,,,,
10A_1760_FY19,21.25,18.75,16.5,17.5,17,21,,,,,,,,,,,,,,,,,,,
10A_181_FY19,21,21.75,21.75,17.5,10.25,11.25,18,21.25,8.25,4.25,7.25,8.75,11,15.25,22.25,19,18.5,16.5,18.25,15.75,17.25,,,,
10A_913_FY19,18,16.25,14.5,15.5,,,,,,,,,,,,,,,,,,,,,
10B_2584_FY19,24.5,24.5,23.5,24.75,,,,,,,,,,,,,,,,,,,,,
10B_3306_FY19,12.75,19.25,13.25,17.25,16.75,7.5,11.25,9.75,16.25,18.25,20.25,20.75,,,,,,,,,,,,,
11A_1097_FY19,25,25,24.5,23.5,,,,,,,,,,,,,,,,,,,,,
11A_1412_FY19,22.5,22.5,22.75,22.75,21.75,,,,,,,,,,,,,,,,,,,,
11A_161_FY19,21,20.25,17,14.75,,,,,,,,,,,,,,,,,,,,,
11A_163_FY19,23.5,23,23.5,24.25,23.25,23.25,23.25,,,,,,,,,,,,,,,,,,
11A_165_FY19,23,22.25,23,24,22.5,23,23.25,,,,,,,,,,,,,,,,,,
11A_271_FY19,20.5,20,22.75,21.75,21.75,,,,,,,,,,,,,,,,,,,,
11A_369_FY19,20.75,21,21,21.5,22.25,24.5,21.75,,,,,,,,,,,,,,,,,,
11A_376_FY19,20.75,21.25,23,23.25,24.25,25,,,,,,,,,,,,,,,,,,,
11A_475_FY19,13.5,19,16,18.5,16.5,7.25,12,10.75,16.25,19,20,20.75,17.75,18.5,,,,,,,,,,,
11A_479_FY19,19.75,20.25,19.25,18.5,22,18.5,21.75,20.75,18.5,20.25,15,16.75,,,,,,,,,,,,,
11A_579_FY19,19.25,21,21.25,20.25,21,21,21.75,20.25,,,,,,,,,,,,,,,,,
11A_580_FY19,22.75,25,24.25,24.25,23.5,21.75,22,21,20.5,,,,,,,,,,,,,,,,
11A_682_FY19,23,23.25,23,22.5,24.5,23.25,,,,,,,,,,,,,,,,,,,
11A_786_FY19,20.25,20.75,21,21.25,22,24.25,21.75,,,,,,,,,,,,,,,,,,
11A_891_FY19,20.25,21.25,20.5,21.5,21.75,19.75,,,,,,,,,,,,,,,,,,,
11A_893_FY19,25.5,26,23.25,21.5,24,,,,,,,,,,,,,,,,,,,,
11A_993_FY19,14.75,2,2.75,8.25,17,20.75,19.5,23.75,12,2,9.5,13.25,17.75,14.75,,,,,,,,,,,
ALP_4429_FY19,21,20.75,19.5,20,19.75,21.5,20.25,19.5,20.75,20.25,21.75,21.75,20,21,18.5,15.75,,,,,,,,,
ALP_4533_FY19,22,23.75,23.5,23.25,23,,,,,,,,,,,,,,,,,,,,
NCR_6186_FY19,25.25,23.5,22.75,22.25,,,,,,,,,,,,,,,,,,,,,
NCR_6728_FY19,22.75,23,23.75,24.25,23,24.5,,,,,,,,,,,,,,,,,,,
NCR_6833_FY19,21,20.25,19,20.25,20,21,,,,,,,,,,,,,,,,,,,
NCR_6937_FY19,21.5,22.75,23.25,24.75,24,24,24,23,23.25,23.5,,,,,,,,,,,,,,,
NCR_6938_FY19,17.25,18.25,15.75,15.25,15,20.25,16.75,6,,,,,,,,,,,,,,,,,
NCR_8231_FY19,25.25,25.5,25.75,25.5,25,,,,,,,,,,,,,,,,,,,,
NTR_6309_FY19,24,24,22.75,23.25,,,,,,,,,,,,,,,,,,,,,
NTR_6426_FY19,11,8.25,8.5,12.75,11.75,19.5,10.25,,,,,,,,,,,,,,,,,,
NTR_6529_FY19,4.5,8.25,13.5,16.25,17.25,17.25,15.75,15.5,14.75,22,17,16,13.25,16.75,14.25,,,,,,,,,,
NTR_6530_FY19,14.75,16,18,18,9.75,17.25,15.75,17.25,20,21,21.25,14,,,,,,,,,,,,,
NTR_6532_FY19,16.25,20,21.25,22.25,20.25,20.25,20.25,21,,,,,,,,,,,,,,,,,
NTR_6626_FY19,17.25,18.5,16,15.25,15.25,19,17.75,6.75,,,,,,,,,,,,,,,,,
NTR_6636_FY19,19,20.5,21.5,22,14.5,,,,,,,,,,,,,,,,,,,,
NTR_6743_FY19,20.25,19.25,21,20.5,21.5,21.75,19.75,,,,,,,,,,,,,,,,,,
NTR_6744_FY19,24,23.75,22.75,23.25,,,,,,,,,,,,,,,,,,,,,
NTR_6748_FY19,24.75,25.25,25.5,24.75,,,,,,,,,,,,,,,,,,,,,
NTR_6843_FY19,17.75,18.5,16.25,16.25,16.25,19.75,17,6.5,,,,,,,,,,,,,,,,,
NTR_6844_FY19,20.75,19,16.25,15.75,17,,,,,,,,,,,,,,,,,,,,
NTR_6941_FY19,23,21.5,24,23.5,23.5,,,,,,,,,,,,,,,,,,,,
NTR_6947_FY19,19.5,21.5,20.75,19.5,20.75,21.25,22,,,,,,,,,,,,,,,,,,
NTR_7151_FY19,16.25,15,15.75,19.5,19,,,,,,,,,,,,,,,,,,,,
NTR_7152_FY19,21.5,22.5,24.5,22,23.25,22.75,22,,,,,,,,,,,,,,,,,,
NTR_7155_FY19,24,22.75,23.25,22.5,21.5,21.5,21.5,,,,,,,,,,,,,,,,,,
NTR_7251_FY19,23.25,22,24.25,23.75,23.75,,,,,,,,,,,,,,,,,,,,
NTR_7257_FY19,24.75,24,24.25,25,24,24,23.25,23,25.25,24,,,,,,,,,,,,,,,
NTR_7260_FY19,17,18,15.75,15.25,15.5,19.5,17,4.75,,,,,,,,,,,,,,,,,
NTR_7354_FY19,18.5,13,8,5.25,8.25,17,13.75,7.25,4.25,5.75,9,12.75,14.5,18.25,21,19.25,16.5,16.25,15.75,16.25,19.25,16.25,9.5,17,
NTR_7360_FY19,22.75,22.75,22.5,21.5,23.5,22,23,23,,,,,,,,,,,,,,,,,
NTR_7470_FY19,20.75,19.25,18.5,20.25,19.5,21.25,21.5,,,,,,,,,,,,,,,,,,
NTR_8114_FY19,20.5,21.5,22.75,21.25,21.75,,,,,,,,,,,,,,,,,,,,
NTR_8119_FY19,20.25,9.75,15.25,17.75,18.75,19.25,11.25,18.25,17,20,21.25,21.75,22,20,,,,,,,,,,,
NTR_8242_FY19,17.5,18,15.5,15.25,15.25,18.5,16.5,5.75,,,,,,,,,,,,,,,,,
OSR_2026_FY19,20.5,18,21,21.25,23.25,23,,,,,,,,,,,,,,,,,,,
SCR_2371_FY19,24,24.5,24.25,25.25,25,25,26.75,25.25,23.75,,,,,,,,,,,,,,,,
SCR_2477_FY19,20.5,19.5,20.75,9.75,11.25,13,19.5,11.5,11.5,9.75,10.5,11.5,13.25,16,13,13.5,14,18.5,17.75,20.5,20.25,17.75,18.25,19.5,20.5
SCR_2478_FY19,24.75,25,23.5,25,,,,,,,,,,,,,,,,,,,,,
SCR_2682_FY19,23.75,24,23.25,22.75,,,,,,,,,,,,,,,,,,,,,
SCR_2786_FY19,26,24,22.5,24.5,,,,,,,,,,,,,,,,,,,,,
SCR_2787_FY19,19.5,19,19.5,18.5,,,,,,,,,,,,,,,,,,,,,
SCR_2888_FY19,15.25,12.75,22.25,17.25,15.5,13.5,16.75,14,6.5,,,,,,,,,,,,,,,,
STR_1317_FY19,22.75,23.25,22.5,22,22.75,23.5,23,21.75,22.25,20.25,19.75,22.25,20.5,22.25,22,23.5,,,,,,,,,
STR_1419_FY19,23.25,23.75,24.25,24,24,22.25,23,24.25,24.75,25.5,25.75,,,,,,,,,,,,,,
STR_1420_FY19,24.5,23.5,22.75,22.75,22.75,23.25,,,,,,,,,,,,,,,,,,,
STR_1630_FY19,22,17,15.5,13.25,16.5,14.25,8.5,5.75,12.5,13.5,13.75,,,,,,,,,,,,,,
STR_173_FY19,19.75,21,21.25,21.75,20.5,,,,,,,,,,,,,,,,,,,,
STR_1838_FY19,22,17,15.5,13.25,16.5,14.25,8.5,5.75,12.25,13.75,13.75,,,,,,,,,,,,,,
STR_2151_FY19,11,12.75,15,14.25,14,13.25,,,,,,,,,,,,,,,,,,,
STR_2563_FY19,18.75,19.25,18.5,18,17,,,,,,,,,,,,,,,,,,,,
