site,RecordingDate,Primary,Secondary,Detection
05A_7768_FY19,2/5/2020,13,2,0
05A_7768_FY19,2/5/2020,13,3,0
05A_7768_FY19,2/6/2020,14,1,0
05A_7768_FY19,2/6/2020,14,2,0
05A_7768_FY19,2/6/2020,14,3,0
05A_7770_FY19,2/22/2019,1,1,0
05A_7770_FY19,2/22/2019,1,2,0
05A_7770_FY19,2/22/2019,1,3,0
05A_7770_FY19,2/23/2019,2,1,1
05A_7770_FY19,2/23/2019,2,2,0
05A_7770_FY19,2/23/2019,2,3,0
05A_7770_FY19,2/24/2019,3,1,1
05A_7770_FY19,2/24/2019,3,2,0
05A_7770_FY19,2/24/2019,3,3,0
05A_7770_FY19,2/25/2019,4,1,0
05A_7770_FY19,2/25/2019,4,2,0
05A_7770_FY19,2/25/2019,4,3,0
05A_7770_FY19,2/26/2019,5,1,0
05A_7770_FY19,2/26/2019,5,2,0
05A_7770_FY19,2/26/2019,5,3,0
05A_7771_FY19,9/6/2019,1,1,0
05A_7771_FY19,9/6/2019,1,2,0
05A_7771_FY19,9/6/2019,1,3,0
05A_7771_FY19,9/7/2019,2,1,1
05A_7771_FY19,9/7/2019,2,2,1
05A_7771_FY19,9/7/2019,2,3,0
05A_7771_FY19,9/8/2019,3,1,1
05A_7771_FY19,9/8/2019,3,2,1
05A_7771_FY19,9/8/2019,3,3,1
05A_7771_FY19,9/9/2019,4,1,1
05A_7771_FY19,9/9/2019,4,2,1
05A_7771_FY19,9/9/2019,4,3,1
05A_7771_FY19,9/10/2019,5,1,0
05A_7771_FY19,9/10/2019,5,2,1
05A_7771_FY19,9/10/2019,5,3,1
05A_7874_FY19,2/22/2019,1,1,0
05A_7874_FY19,2/22/2019,1,2,0
05A_7874_FY19,2/22/2019,1,3,0
05A_7874_FY19,2/23/2019,2,1,1
05A_7874_FY19,2/23/2019,2,2,0
05A_7874_FY19,2/23/2019,2,3,0
05A_7874_FY19,2/24/2019,3,1,0
05A_7874_FY19,2/24/2019,3,2,0
05A_7874_FY19,2/24/2019,3,3,0
05A_7874_FY19,2/25/2019,4,1,0
05A_7874_FY19,2/25/2019,4,2,0
05A_7874_FY19,2/25/2019,4,3,0
05A_7874_FY19,2/26/2019,5,1,0
05A_7874_FY19,2/26/2019,5,2,0
05A_7874_FY19,2/26/2019,5,3,0
05A_7874_FY19,10/10/2019,1,1,0
05A_7874_FY19,10/10/2019,1,2,0
05A_7874_FY19,10/10/2019,1,3,0
05A_7874_FY19,10/11/2019,2,1,0
05A_7874_FY19,10/11/2019,2,2,0
05A_7874_FY19,10/11/2019,2,3,0
05A_7874_FY19,10/12/2019,3,1,0
05A_7874_FY19,10/12/2019,3,2,1
05A_7874_FY19,10/12/2019,3,3,0
05A_7874_FY19,10/13/2019,4,1,0
05A_7874_FY19,10/13/2019,4,2,0
05A_7874_FY19,10/13/2019,4,3,0
05A_7874_FY19,10/14/2019,5,1,0
05A_7874_FY19,10/14/2019,5,2,0
05A_7874_FY19,10/14/2019,5,3,1
05A_7874_FY19,10/15/2019,6,1,0
05A_7874_FY19,10/15/2019,6,2,1
05A_7874_FY19,10/15/2019,6,3,0
05A_7874_FY19,10/16/2019,7,1,0
05A_7874_FY19,10/16/2019,7,2,0
05A_7874_FY19,10/16/2019,7,3,0
05A_7875_FY19,3/22/2019,1,1,1
05A_7875_FY19,3/22/2019,1,2,0
05A_7875_FY19,3/22/2019,1,3,0
05A_7875_FY19,3/23/2019,2,1,1
05A_7875_FY19,3/23/2019,2,2,0
05A_7875_FY19,3/23/2019,2,3,0
05A_7875_FY19,3/24/2019,3,1,1
05A_7875_FY19,3/24/2019,3,2,0
05A_7875_FY19,3/24/2019,3,3,0
05A_7875_FY19,3/25/2019,4,1,1
05A_7875_FY19,3/25/2019,4,2,1
05A_7875_FY19,3/25/2019,4,3,0
05A_7875_FY19,3/26/2019,5,1,1
05A_7875_FY19,3/26/2019,5,2,1
05A_7875_FY19,3/26/2019,5,3,1
05A_7875_FY19,3/27/2019,6,1,1
05A_7875_FY19,3/27/2019,6,2,0
05A_7875_FY19,3/27/2019,6,3,0
05A_7875_FY19,3/28/2019,7,1,1
05A_7875_FY19,3/28/2019,7,2,1
05A_7875_FY19,3/28/2019,7,3,1
05A_7875_FY19,3/29/2019,8,1,1
05A_7875_FY19,3/29/2019,8,2,1
05A_7875_FY19,3/29/2019,8,3,0
05A_7875_FY19,3/30/2019,9,1,0
05A_7875_FY19,3/30/2019,9,2,1
05A_7875_FY19,3/30/2019,9,3,0
05A_7875_FY19,3/31/2019,10,1,0
05A_7875_FY19,3/31/2019,10,2,1
05A_7875_FY19,3/31/2019,10,3,0
05A_7875_FY19,4/1/2019,11,1,1
05A_7875_FY19,4/1/2019,11,2,1
05A_7875_FY19,4/1/2019,11,3,1
05A_7875_FY19,4/2/2019,12,1,0
05A_7875_FY19,4/2/2019,12,2,0
05A_7875_FY19,4/2/2019,12,3,0
05A_7876_FY19,5/7/2019,1,1,1
05A_7876_FY19,5/7/2019,1,2,0
05A_7876_FY19,5/7/2019,1,3,0
05A_7876_FY19,5/8/2019,2,1,1
05A_7876_FY19,5/8/2019,2,2,0
05A_7876_FY19,5/8/2019,2,3,0
05A_7876_FY19,5/9/2019,3,1,1
05A_7876_FY19,5/9/2019,3,2,1
05A_7876_FY19,5/9/2019,3,3,0
05A_7876_FY19,5/10/2019,4,1,0
05A_7876_FY19,5/10/2019,4,2,1
05A_7876_FY19,5/10/2019,4,3,0
05A_7876_FY19,5/11/2019,5,1,1
05A_7876_FY19,5/11/2019,5,2,1
05A_7876_FY19,5/11/2019,5,3,0
05A_7876_FY19,5/12/2019,6,1,0
05A_7876_FY19,5/12/2019,6,2,1
05A_7876_FY19,5/12/2019,6,3,0
05A_7876_FY19,5/13/2019,7,1,0
05A_7876_FY19,5/13/2019,7,2,1
05A_7876_FY19,5/13/2019,7,3,1
05A_7879_FY19,5/24/2019,1,1,1
05A_7879_FY19,5/24/2019,1,2,1
05A_7879_FY19,5/24/2019,1,3,0
05A_7879_FY19,5/25/2019,2,1,1
05A_7879_FY19,5/25/2019,2,2,1
05A_7879_FY19,5/25/2019,2,3,0
05A_7879_FY19,5/26/2019,3,1,1
05A_7879_FY19,5/26/2019,3,2,1
05A_7879_FY19,5/26/2019,3,3,1
05A_7879_FY19,5/27/2019,4,1,0
05A_7879_FY19,5/27/2019,4,2,1
05A_7879_FY19,5/27/2019,4,3,1
05A_7879_FY19,5/28/2019,5,1,0
05A_7879_FY19,5/28/2019,5,2,1
05A_7879_FY19,5/28/2019,5,3,1
10A_1022_FY19,4/4/2019,1,1,0
10A_1022_FY19,4/4/2019,1,2,0
10A_1022_FY19,4/4/2019,1,3,0
10A_1022_FY19,4/5/2019,2,1,0
10A_1022_FY19,4/5/2019,2,2,0
10A_1022_FY19,4/5/2019,2,3,0
10A_1022_FY19,4/6/2019,3,1,0
10A_1022_FY19,4/6/2019,3,2,0
10A_1022_FY19,4/6/2019,3,3,0
10A_1022_FY19,4/7/2019,4,1,0
10A_1022_FY19,4/7/2019,4,2,0
10A_1022_FY19,4/7/2019,4,3,0
10A_1022_FY19,4/8/2019,5,1,0
10A_1022_FY19,4/8/2019,5,2,0
10A_1022_FY19,4/8/2019,5,3,0
10A_1022_FY19,4/9/2019,6,1,0
10A_1022_FY19,4/9/2019,6,2,0
10A_1022_FY19,4/9/2019,6,3,0
10A_1022_FY19,4/10/2019,7,1,0
10A_1022_FY19,4/10/2019,7,2,0
10A_1022_FY19,4/10/2019,7,3,0
10A_1022_FY19,4/11/2019,8,1,0
10A_1022_FY19,4/11/2019,8,2,0
10A_1022_FY19,4/11/2019,8,3,0
10A_1022_FY19,4/12/2019,9,1,0
10A_1022_FY19,4/12/2019,9,2,0
10A_1022_FY19,4/12/2019,9,3,0
10A_1234_FY19,6/4/2019,1,1,0
10A_1234_FY19,6/4/2019,1,2,0
10A_1234_FY19,6/4/2019,1,3,0
10A_1234_FY19,6/5/2019,2,1,0
10A_1234_FY19,6/5/2019,2,2,0
10A_1234_FY19,6/5/2019,2,3,0
10A_1234_FY19,6/6/2019,3,1,0
10A_1234_FY19,6/6/2019,3,2,0
10A_1234_FY19,6/6/2019,3,3,0
10A_1234_FY19,6/7/2019,4,1,0
10A_1234_FY19,6/7/2019,4,2,0
10A_1234_FY19,6/7/2019,4,3,0
10A_1234_FY19,6/8/2019,5,1,0
10A_1234_FY19,6/8/2019,5,2,0
10A_1234_FY19,6/8/2019,5,3,0
10A_1234_FY19,6/9/2019,6,1,0
10A_1234_FY19,6/9/2019,6,2,0
10A_1234_FY19,6/9/2019,6,3,0
10A_1234_FY19,6/10/2019,7,1,0
10A_1234_FY19,6/10/2019,7,2,0
10A_1234_FY19,6/10/2019,7,3,0
10A_1234_FY19,6/11/2019,8,1,0
10A_1234_FY19,6/11/2019,8,2,0
10A_1234_FY19,6/11/2019,8,3,0
10A_1656_FY19,3/13/2019,1,1,0
10A_1656_FY19,3/13/2019,1,2,0
10A_1656_FY19,3/13/2019,1,3,0
10A_1656_FY19,3/14/2019,2,1,0
10A_1656_FY19,3/14/2019,2,2,0
10A_1656_FY19,3/14/2019,2,3,0
10A_1656_FY19,3/15/2019,3,1,0
10A_1656_FY19,3/15/2019,3,2,0
10A_1656_FY19,3/15/2019,3,3,0
10A_1656_FY19,3/16/2019,4,1,0
10A_1656_FY19,3/16/2019,4,2,0
10A_1656_FY19,3/16/2019,4,3,0
10A_1656_FY19,3/17/2019,5,1,0
10A_1656_FY19,3/17/2019,5,2,0
10A_1656_FY19,3/17/2019,5,3,0
10A_1656_FY19,3/18/2019,6,1,0
10A_1656_FY19,3/18/2019,6,2,0
10A_1656_FY19,3/18/2019,6,3,0
10A_1656_FY19,3/19/2019,7,1,0
10A_1656_FY19,3/19/2019,7,2,0
10A_1656_FY19,3/19/2019,7,3,0
10A_1656_FY19,3/20/2019,8,1,0
10A_1656_FY19,3/20/2019,8,2,0
10A_1656_FY19,3/20/2019,8,3,0
10A_1656_FY19,3/21/2019,9,1,0
10A_1656_FY19,3/21/2019,9,2,0
10A_1656_FY19,3/21/2019,9,3,0
10A_1760_FY19,10/10/2019,1,1,0
10A_1760_FY19,10/10/2019,1,2,0
10A_1760_FY19,10/10/2019,1,3,0
10A_1760_FY19,10/11/2019,2,1,0
10A_1760_FY19,10/11/2019,2,2,0
10A_1760_FY19,10/11/2019,2,3,0
10A_1760_FY19,10/12/2019,3,1,0
10A_1760_FY19,10/12/2019,3,2,0
10A_1760_FY19,10/12/2019,3,3,0
10A_1760_FY19,10/13/2019,4,1,0
10A_1760_FY19,10/13/2019,4,2,0
10A_1760_FY19,10/13/2019,4,3,0
10A_1760_FY19,10/14/2019,5,1,0
10A_1760_FY19,10/14/2019,5,2,0
10A_1760_FY19,10/14/2019,5,3,0
10A_1760_FY19,10/15/2019,6,1,0
10A_1760_FY19,10/15/2019,6,2,0
10A_1760_FY19,10/15/2019,6,3,0
10A_1760_FY19,10/16/2019,7,1,0
10A_1760_FY19,10/16/2019,7,2,0
10A_1760_FY19,10/16/2019,7,3,0
10A_181_FY19,12/27/2019,1,1,0
10A_181_FY19,12/27/2019,1,2,0
10A_181_FY19,12/27/2019,1,3,0
10A_181_FY19,12/28/2019,2,1,0
10A_181_FY19,12/28/2019,2,2,0
10A_181_FY19,12/28/2019,2,3,0
10A_181_FY19,12/29/2019,3,1,0
10A_181_FY19,12/29/2019,3,2,0
10A_181_FY19,12/29/2019,3,3,0
10A_181_FY19,12/30/2019,4,1,0
10A_181_FY19,12/30/2019,4,2,0
10A_181_FY19,12/30/2019,4,3,0
10A_181_FY19,12/31/2019,5,1,0
10A_181_FY19,12/31/2019,5,2,0
10A_181_FY19,12/31/2019,5,3,0
10A_181_FY19,1/1/2020,6,1,0
10A_181_FY19,1/1/2020,6,2,0
10A_181_FY19,1/1/2020,6,3,0
10A_181_FY19,1/2/2020,7,1,0
10A_181_FY19,1/2/2020,7,2,0
10A_181_FY19,1/2/2020,7,3,0
10A_181_FY19,1/3/2020,8,1,0
10A_181_FY19,1/3/2020,8,2,0
10A_181_FY19,1/3/2020,8,3,0
10A_181_FY19,1/4/2020,9,1,0
10A_181_FY19,1/4/2020,9,2,0
10A_181_FY19,1/4/2020,9,3,0
10A_181_FY19,1/5/2020,10,1,0
10A_181_FY19,1/5/2020,10,2,0
10A_181_FY19,1/5/2020,10,3,0
10A_181_FY19,1/6/2020,11,1,0
10A_181_FY19,1/6/2020,11,2,0
10A_181_FY19,1/6/2020,11,3,0
10A_181_FY19,1/7/2020,12,1,0
10A_181_FY19,1/7/2020,12,2,0
10A_181_FY19,1/7/2020,12,3,0
10A_181_FY19,1/8/2020,13,1,0
10A_181_FY19,1/8/2020,13,2,0
10A_181_FY19,1/8/2020,13,3,0
10A_181_FY19,1/9/2020,14,1,0
10A_181_FY19,1/9/2020,14,2,0
10A_181_FY19,1/9/2020,14,3,0
10A_181_FY19,1/10/2020,15,1,0
10A_181_FY19,1/10/2020,15,2,0
10A_181_FY19,1/10/2020,15,3,0
10A_181_FY19,1/11/2020,16,1,0
10A_181_FY19,1/11/2020,16,2,0
10A_181_FY19,1/11/2020,16,3,0
10A_181_FY19,1/12/2020,17,1,0
10A_181_FY19,1/12/2020,17,2,0
10A_181_FY19,1/12/2020,17,3,0
10A_181_FY19,1/13/2020,18,1,0
10A_181_FY19,1/13/2020,18,2,0
10A_181_FY19,1/13/2020,18,3,0
10A_181_FY19,1/14/2020,19,1,0
10A_181_FY19,1/14/2020,19,2,0
10A_181_FY19,1/14/2020,19,3,0
10A_181_FY19,1/15/2020,20,1,0
10A_181_FY19,1/15/2020,20,2,0
10A_181_FY19,1/15/2020,20,3,0
10A_181_FY19,1/16/2020,21,1,0
10A_181_FY19,1/16/2020,21,2,0
10A_181_FY19,1/16/2020,21,3,0
10A_181_FY19,1/17/2020,22,1,0
10A_181_FY19,1/17/2020,22,2,0
10A_181_FY19,1/17/2020,22,3,0
10A_913_FY19,4/25/2019,1,1,0
10A_913_FY19,4/25/2019,1,2,0
10A_913_FY19,4/25/2019,1,3,0
10A_913_FY19,4/26/2019,2,1,0
10A_913_FY19,4/26/2019,2,2,0
10A_913_FY19,4/26/2019,2,3,0
10A_913_FY19,4/27/2019,3,1,0
10A_913_FY19,4/27/2019,3,2,0
10A_913_FY19,4/27/2019,3,3,0
10A_913_FY19,4/28/2019,4,1,0
10A_913_FY19,4/28/2019,4,2,0
10A_913_FY19,4/28/2019,4,3,0
10A_913_FY19,4/29/2019,5,1,0
10A_913_FY19,4/29/2019,5,2,0
10A_913_FY19,4/29/2019,5,3,0
10B_2584_FY19,8/22/2019,1,1,0
10B_2584_FY19,8/22/2019,1,2,0
10B_2584_FY19,8/22/2019,1,3,0
10B_2584_FY19,8/23/2019,2,1,0
10B_2584_FY19,8/23/2019,2,2,0
10B_2584_FY19,8/23/2019,2,3,0
10B_2584_FY19,8/24/2019,3,1,0
10B_2584_FY19,8/24/2019,3,2,0
10B_2584_FY19,8/24/2019,3,3,0
10B_2584_FY19,8/25/2019,4,1,0
10B_2584_FY19,8/25/2019,4,2,0
10B_2584_FY19,8/25/2019,4,3,0
10B_2584_FY19,8/26/2019,5,1,0
10B_2584_FY19,8/26/2019,5,2,0
10B_2584_FY19,8/26/2019,5,3,0
10B_3306_FY19,2/8/2019,1,1,0
10B_3306_FY19,2/8/2019,1,2,0
10B_3306_FY19,2/8/2019,1,3,0
10B_3306_FY19,2/9/2019,2,1,0
10B_3306_FY19,2/9/2019,2,2,0
10B_3306_FY19,2/9/2019,2,3,0
10B_3306_FY19,2/10/2019,3,1,0
10B_3306_FY19,2/10/2019,3,2,0
10B_3306_FY19,2/10/2019,3,3,0
10B_3306_FY19,2/11/2019,4,1,0
10B_3306_FY19,2/11/2019,4,2,0
10B_3306_FY19,2/11/2019,4,3,0
10B_3306_FY19,2/12/2019,5,1,0
10B_3306_FY19,2/12/2019,5,2,0
10B_3306_FY19,2/12/2019,5,3,0
10B_3306_FY19,2/13/2019,6,1,0
10B_3306_FY19,2/13/2019,6,2,0
10B_3306_FY19,2/13/2019,6,3,0
10B_3306_FY19,2/14/2019,7,1,0
10B_3306_FY19,2/14/2019,7,2,0
10B_3306_FY19,2/14/2019,7,3,0
10B_3306_FY19,2/15/2019,8,1,0
10B_3306_FY19,2/15/2019,8,2,0
10B_3306_FY19,2/15/2019,8,3,0
10B_3306_FY19,2/16/2019,9,1,0
10B_3306_FY19,2/16/2019,9,2,0
10B_3306_FY19,2/16/2019,9,3,0
10B_3306_FY19,2/17/2019,10,1,0
10B_3306_FY19,2/17/2019,10,2,0
10B_3306_FY19,2/17/2019,10,3,0
10B_3306_FY19,2/18/2019,11,1,0
10B_3306_FY19,2/18/2019,11,2,0
10B_3306_FY19,2/18/2019,11,3,0
10B_3306_FY19,2/19/2019,12,1,0
10B_3306_FY19,2/19/2019,12,2,0
10B_3306_FY19,2/19/2019,12,3,0
10B_3306_FY19,2/20/2019,13,1,0
10B_3306_FY19,2/20/2019,13,2,0
10B_3306_FY19,2/20/2019,13,3,0
11A_1097_FY19,8/12/2019,1,1,0
11A_1097_FY19,8/12/2019,1,2,0
11A_1097_FY19,8/12/2019,1,3,0
11A_1097_FY19,8/13/2019,2,1,0
11A_1097_FY19,8/13/2019,2,2,0
11A_1097_FY19,8/13/2019,2,3,0
11A_1097_FY19,8/14/2019,3,1,0
11A_1097_FY19,8/14/2019,3,2,0
11A_1097_FY19,8/14/2019,3,3,0
11A_1097_FY19,8/15/2019,4,1,0
11A_1097_FY19,8/15/2019,4,2,0
11A_1097_FY19,8/15/2019,4,3,0
11A_1097_FY19,8/16/2019,5,1,0
11A_1097_FY19,8/16/2019,5,2,0
11A_1097_FY19,8/16/2019,5,3,0
11A_1097_FY19,8/17/2019,6,1,0
11A_1097_FY19,8/17/2019,6,2,0
11A_1097_FY19,8/17/2019,6,3,0
11A_1097_FY19,8/19/2019,1,1,0
11A_1097_FY19,8/19/2019,1,2,0
11A_1097_FY19,8/19/2019,1,3,0
11A_1412_FY19,7/17/2019,1,1,0
11A_1412_FY19,7/17/2019,1,2,0
11A_1412_FY19,7/17/2019,1,3,0
11A_1412_FY19,7/18/2019,2,1,0
11A_1412_FY19,7/18/2019,2,2,0
11A_1412_FY19,7/18/2019,2,3,0
11A_1412_FY19,7/19/2019,3,1,0
11A_1412_FY19,7/19/2019,3,2,0
11A_1412_FY19,7/19/2019,3,3,0
11A_1412_FY19,7/20/2019,4,1,0
11A_1412_FY19,7/20/2019,4,2,0
11A_1412_FY19,7/20/2019,4,3,0
11A_1412_FY19,7/21/2019,5,1,0
11A_1412_FY19,7/21/2019,5,2,0
11A_1412_FY19,7/21/2019,5,3,0
11A_1412_FY19,7/22/2019,6,1,0
11A_1412_FY19,7/22/2019,6,2,0
11A_1412_FY19,7/22/2019,6,3,0
11A_161_FY19,9/30/2019,1,1,0
11A_161_FY19,9/30/2019,1,2,0
11A_161_FY19,9/30/2019,1,3,0
11A_161_FY19,10/1/2019,2,1,0
11A_161_FY19,10/1/2019,2,2,0
11A_161_FY19,10/1/2019,2,3,0
11A_161_FY19,10/2/2019,3,1,0
11A_161_FY19,10/2/2019,3,2,0
11A_161_FY19,10/2/2019,3,3,0
11A_161_FY19,10/3/2019,4,1,0
11A_161_FY19,10/3/2019,4,2,0
11A_161_FY19,10/3/2019,4,3,0
11A_161_FY19,10/4/2019,5,1,0
11A_161_FY19,10/4/2019,5,2,0
11A_161_FY19,10/4/2019,5,3,0
11A_163_FY19,7/5/2019,1,1,0
11A_163_FY19,7/5/2019,1,2,0
11A_163_FY19,7/5/2019,1,3,0
11A_163_FY19,7/6/2019,2,1,0
11A_163_FY19,7/6/2019,2,2,0
11A_163_FY19,7/6/2019,2,3,0
11A_163_FY19,7/7/2019,3,1,0
11A_163_FY19,7/7/2019,3,2,0
11A_163_FY19,7/7/2019,3,3,0
11A_163_FY19,7/8/2019,4,1,0
11A_163_FY19,7/8/2019,4,2,0
11A_163_FY19,7/8/2019,4,3,0
11A_163_FY19,7/9/2019,5,1,0
11A_163_FY19,7/9/2019,5,2,0
11A_163_FY19,7/9/2019,5,3,0
11A_163_FY19,7/10/2019,6,1,0
11A_163_FY19,7/10/2019,6,2,0
11A_163_FY19,7/10/2019,6,3,0
11A_163_FY19,7/11/2019,7,1,0
11A_163_FY19,7/11/2019,7,2,0
11A_163_FY19,7/11/2019,7,3,0
11A_163_FY19,7/12/2019,8,1,0
11A_163_FY19,7/12/2019,8,2,0
11A_163_FY19,7/12/2019,8,3,0
11A_165_FY19,7/5/2019,1,1,0
11A_165_FY19,7/5/2019,1,2,0
11A_165_FY19,7/5/2019,1,3,0
11A_165_FY19,7/6/2019,2,1,0
11A_165_FY19,7/6/2019,2,2,0
11A_165_FY19,7/6/2019,2,3,0
11A_165_FY19,7/7/2019,3,1,0
11A_165_FY19,7/7/2019,3,2,0
11A_165_FY19,7/7/2019,3,3,0
11A_165_FY19,7/8/2019,4,1,0
11A_165_FY19,7/8/2019,4,2,0
11A_165_FY19,7/8/2019,4,3,0
11A_165_FY19,7/9/2019,5,1,0
11A_165_FY19,7/9/2019,5,2,0
11A_165_FY19,7/9/2019,5,3,0
11A_165_FY19,7/10/2019,6,1,0
11A_165_FY19,7/10/2019,6,2,0
11A_165_FY19,7/10/2019,6,3,0
11A_165_FY19,7/11/2019,7,1,0
11A_165_FY19,7/11/2019,7,2,0
11A_165_FY19,7/11/2019,7,3,0
11A_165_FY19,7/12/2019,8,1,0
11A_165_FY19,7/12/2019,8,2,0
11A_165_FY19,7/12/2019,8,3,0
11A_271_FY19,9/27/2019,1,1,0
11A_271_FY19,9/27/2019,1,2,0
11A_271_FY19,9/27/2019,1,3,0
11A_271_FY19,9/28/2019,2,1,0
11A_271_FY19,9/28/2019,2,2,0
11A_271_FY19,9/28/2019,2,3,0
11A_271_FY19,9/29/2019,3,1,0
11A_271_FY19,9/29/2019,3,2,0
11A_271_FY19,9/29/2019,3,3,0
11A_271_FY19,9/30/2019,4,1,0
11A_271_FY19,9/30/2019,4,2,0
11A_271_FY19,9/30/2019,4,3,0
11A_271_FY19,10/1/2019,5,1,0
11A_271_FY19,10/1/2019,5,2,0
11A_271_FY19,10/1/2019,5,3,0
11A_271_FY19,10/2/2019,6,1,0
11A_271_FY19,10/2/2019,6,2,0
11A_271_FY19,10/2/2019,6,3,0
11A_369_FY19,6/10/2019,1,1,0
11A_369_FY19,6/10/2019,1,2,0
11A_369_FY19,6/10/2019,1,3,0
11A_369_FY19,6/11/2019,2,1,0
11A_369_FY19,6/11/2019,2,2,0
11A_369_FY19,6/11/2019,2,3,0
11A_369_FY19,6/12/2019,3,1,0
11A_369_FY19,6/12/2019,3,2,0
11A_369_FY19,6/12/2019,3,3,0
11A_369_FY19,6/13/2019,4,1,0
11A_369_FY19,6/13/2019,4,2,0
11A_369_FY19,6/13/2019,4,3,0
11A_369_FY19,6/14/2019,5,1,0
11A_369_FY19,6/14/2019,5,2,0
11A_369_FY19,6/14/2019,5,3,0
11A_369_FY19,6/15/2019,6,1,0
11A_369_FY19,6/15/2019,6,2,0
11A_369_FY19,6/15/2019,6,3,0
11A_369_FY19,6/16/2019,7,1,0
11A_369_FY19,6/16/2019,7,2,0
11A_369_FY19,6/16/2019,7,3,0
11A_376_FY19,8/6/2019,1,1,0
11A_376_FY19,8/6/2019,1,2,0
11A_376_FY19,8/6/2019,1,3,0
11A_376_FY19,8/7/2019,2,1,0
11A_376_FY19,8/7/2019,2,2,0
11A_376_FY19,8/7/2019,2,3,0
11A_376_FY19,8/8/2019,3,1,0
11A_376_FY19,8/8/2019,3,2,0
11A_376_FY19,8/8/2019,3,3,0
11A_376_FY19,8/9/2019,4,1,0
11A_376_FY19,8/9/2019,4,2,0
11A_376_FY19,8/9/2019,4,3,0
11A_376_FY19,8/10/2019,5,1,0
11A_376_FY19,8/10/2019,5,2,0
11A_376_FY19,8/10/2019,5,3,1
11A_376_FY19,8/11/2019,6,1,0
11A_376_FY19,8/11/2019,6,2,0
11A_376_FY19,8/11/2019,6,3,0
11A_376_FY19,8/12/2019,7,1,0
11A_376_FY19,8/12/2019,7,2,0
11A_376_FY19,8/12/2019,7,3,0
11A_475_FY19,2/8/2019,1,1,0
11A_475_FY19,2/8/2019,1,2,0
11A_475_FY19,2/8/2019,1,3,0
11A_475_FY19,2/9/2019,2,1,0
11A_475_FY19,2/9/2019,2,2,0
11A_475_FY19,2/9/2019,2,3,0
11A_475_FY19,2/10/2019,3,1,0
11A_475_FY19,2/10/2019,3,2,0
11A_475_FY19,2/10/2019,3,3,0
11A_475_FY19,2/11/2019,4,1,0
11A_475_FY19,2/11/2019,4,2,0
11A_475_FY19,2/11/2019,4,3,0
11A_475_FY19,2/12/2019,5,1,0
11A_475_FY19,2/12/2019,5,2,0
11A_475_FY19,2/12/2019,5,3,0
11A_475_FY19,2/13/2019,6,1,0
11A_475_FY19,2/13/2019,6,2,0
11A_475_FY19,2/13/2019,6,3,0
11A_475_FY19,2/14/2019,7,1,0
11A_475_FY19,2/14/2019,7,2,0
11A_475_FY19,2/14/2019,7,3,0
11A_475_FY19,2/15/2019,8,1,0
11A_475_FY19,2/15/2019,8,2,0
11A_475_FY19,2/15/2019,8,3,0
11A_475_FY19,2/16/2019,9,1,0
11A_475_FY19,2/16/2019,9,2,0
11A_475_FY19,2/16/2019,9,3,0
11A_475_FY19,2/17/2019,10,1,0
11A_475_FY19,2/17/2019,10,2,0
11A_475_FY19,2/17/2019,10,3,0
11A_475_FY19,2/18/2019,11,1,0
11A_475_FY19,2/18/2019,11,2,0
11A_475_FY19,2/18/2019,11,3,0
11A_475_FY19,2/19/2019,12,1,0
11A_475_FY19,2/19/2019,12,2,0
11A_475_FY19,2/19/2019,12,3,0
11A_475_FY19,2/20/2019,13,1,0
11A_475_FY19,2/20/2019,13,2,0
11A_475_FY19,2/20/2019,13,3,0
11A_475_FY19,2/21/2019,14,1,0
11A_475_FY19,2/21/2019,14,2,0
11A_475_FY19,2/21/2019,14,3,0
11A_475_FY19,2/22/2019,15,1,0
11A_475_FY19,2/22/2019,15,2,0
11A_475_FY19,2/22/2019,15,3,0
11A_479_FY19,10/30/2019,1,1,0
11A_479_FY19,10/30/2019,1,2,0
11A_479_FY19,10/30/2019,1,3,0
11A_479_FY19,10/31/2019,2,1,0
11A_479_FY19,10/31/2019,2,2,0
11A_479_FY19,10/31/2019,2,3,0
11A_479_FY19,11/1/2019,3,1,0
11A_479_FY19,11/1/2019,3,2,0
11A_479_FY19,11/1/2019,3,3,0
11A_479_FY19,11/2/2019,4,1,0
11A_479_FY19,11/2/2019,4,2,1
11A_479_FY19,11/2/2019,4,3,0
11A_479_FY19,11/3/2019,5,1,0
11A_479_FY19,11/3/2019,5,2,0
11A_479_FY19,11/3/2019,5,3,0
11A_479_FY19,11/4/2019,6,1,0
11A_479_FY19,11/4/2019,6,2,1
11A_479_FY19,11/4/2019,6,3,0
11A_479_FY19,11/5/2019,7,1,0
11A_479_FY19,11/5/2019,7,2,0
11A_479_FY19,11/5/2019,7,3,0
11A_479_FY19,11/6/2019,8,1,0
11A_479_FY19,11/6/2019,8,2,0
11A_479_FY19,11/6/2019,8,3,0
11A_479_FY19,11/7/2019,9,1,0
11A_479_FY19,11/7/2019,9,2,0
11A_479_FY19,11/7/2019,9,3,0
11A_479_FY19,11/8/2019,10,1,0
11A_479_FY19,11/8/2019,10,2,0
11A_479_FY19,11/8/2019,10,3,0
11A_479_FY19,11/9/2019,11,1,0
11A_479_FY19,11/9/2019,11,2,0
11A_479_FY19,11/9/2019,11,3,0
11A_479_FY19,11/10/2019,12,1,0
11A_479_FY19,11/10/2019,12,2,0
11A_479_FY19,11/10/2019,12,3,0
