site,RecordingDate,Primary,Secondary,Detection
001_5850_FY19,4/18/2019,1,1,0
001_5850_FY19,4/18/2019,1,2,0
001_5850_FY19,4/18/2019,1,3,0
001_5850_FY19,4/19/2019,2,1,0
001_5850_FY19,4/19/2019,2,2,0
001_5850_FY19,4/19/2019,2,3,0
001_5850_FY19,4/20/2019,3,1,0
001_5850_FY19,4/20/2019,3,2,0
001_5850_FY19,4/20/2019,3,3,0
001_5850_FY19,4/21/2019,4,1,0
001_5850_FY19,4/21/2019,4,2,0
001_5850_FY19,4/21/2019,4,3,0
001_5850_FY19,4/22/2019,5,1,0
001_5850_FY19,4/22/2019,5,2,0
001_5850_FY19,4/22/2019,5,3,0
001_5850_FY19,4/23/2019,6,1,0
001_5850_FY19,4/23/2019,6,2,0
001_5850_FY19,4/23/2019,6,3,0
001_5850_FY19,4/24/2019,7,1,0
001_5850_FY19,4/24/2019,7,2,0
001_5850_FY19,4/24/2019,7,3,0
001_5850_FY19,4/25/2019,8,1,0
001_5850_FY19,4/25/2019,8,2,0
001_5850_FY19,4/25/2019,8,3,0
001_5850_FY19,4/26/2019,9,1,0
001_5850_FY19,4/26/2019,9,2,0
001_5850_FY19,4/26/2019,9,3,0
001_5851_FY19,9/12/2019,1,1,0
001_5851_FY19,9/12/2019,1,2,0
001_5851_FY19,9/12/2019,1,3,0
001_5851_FY19,9/13/2019,2,1,0
001_5851_FY19,9/13/2019,2,2,0
001_5851_FY19,9/13/2019,2,3,0
001_5851_FY19,9/14/2019,3,1,0
001_5851_FY19,9/14/2019,3,2,0
001_5851_FY19,9/14/2019,3,3,0
001_5851_FY19,9/15/2019,4,1,0
001_5851_FY19,9/15/2019,4,2,1
001_5851_FY19,9/15/2019,4,3,0
001_5851_FY19,9/16/2019,5,1,0
001_5851_FY19,9/16/2019,5,2,0
001_5851_FY19,9/16/2019,5,3,0
001_5956_FY19,9/6/2019,1,1,0
001_5956_FY19,9/6/2019,1,2,0
001_5956_FY19,9/6/2019,1,3,0
001_5956_FY19,9/7/2019,2,1,0
001_5956_FY19,9/7/2019,2,2,0
001_5956_FY19,9/7/2019,2,3,0
001_5956_FY19,9/8/2019,3,1,0
001_5956_FY19,9/8/2019,3,2,0
001_5956_FY19,9/8/2019,3,3,0
001_5956_FY19,9/9/2019,4,1,0
001_5956_FY19,9/9/2019,4,2,1
001_5956_FY19,9/9/2019,4,3,0
001_5956_FY19,9/10/2019,5,1,0
001_5956_FY19,9/10/2019,5,2,1
001_5956_FY19,9/10/2019,5,3,0
001_6052_FY19,8/14/2019,1,1,0
001_6052_FY19,8/14/2019,1,2,0
001_6052_FY19,8/14/2019,1,3,0
001_6052_FY19,8/15/2019,2,1,0
001_6052_FY19,8/15/2019,2,2,0
001_6052_FY19,8/15/2019,2,3,0
001_6052_FY19,8/16/2019,3,1,0
001_6052_FY19,8/16/2019,3,2,0
001_6052_FY19,8/16/2019,3,3,0
001_6052_FY19,8/17/2019,4,1,0
001_6052_FY19,8/17/2019,4,2,0
001_6052_FY19,8/17/2019,4,3,0
001_6052_FY19,8/18/2019,5,1,0
001_6052_FY19,8/18/2019,5,2,0
001_6052_FY19,8/18/2019,5,3,0
001_6052_FY19,8/19/2019,6,1,0
001_6052_FY19,8/19/2019,6,2,0
001_6052_FY19,8/19/2019,6,3,0
001_6166_FY19,7/12/2019,1,1,0
001_6166_FY19,7/12/2019,1,2,0
001_6166_FY19,7/12/2019,1,3,0
001_6166_FY19,7/13/2019,2,1,0
001_6166_FY19,7/13/2019,2,2,0
001_6166_FY19,7/13/2019,2,3,0
001_6166_FY19,7/14/2019,3,1,0
001_6166_FY19,7/14/2019,3,2,1
001_6166_FY19,7/14/2019,3,3,1
001_6166_FY19,7/15/2019,4,1,0
001_6166_FY19,7/15/2019,4,2,0
001_6166_FY19,7/15/2019,4,3,0
001_6166_FY19,7/16/2019,5,1,0
001_6166_FY19,7/16/2019,5,2,0
001_6166_FY19,7/16/2019,5,3,0
001_6271_FY19,2/25/2019,1,1,1
001_6271_FY19,2/25/2019,1,2,1
001_6271_FY19,2/25/2019,1,3,0
001_6271_FY19,2/26/2019,2,1,0
001_6271_FY19,2/26/2019,2,2,0
001_6271_FY19,2/26/2019,2,3,1
001_6271_FY19,2/27/2019,3,1,1
001_6271_FY19,2/27/2019,3,2,0
001_6271_FY19,2/27/2019,3,3,1
001_6271_FY19,2/28/2019,4,1,1
001_6271_FY19,2/28/2019,4,2,0
001_6271_FY19,2/28/2019,4,3,1
001_6271_FY19,3/1/2019,5,1,1
001_6271_FY19,3/1/2019,5,2,1
001_6271_FY19,3/1/2019,5,3,1
001_6271_FY19,3/2/2019,6,1,0
001_6271_FY19,3/2/2019,6,2,1
001_6271_FY19,3/2/2019,6,3,1
001_6271_FY19,3/3/2019,7,1,0
001_6271_FY19,3/3/2019,7,2,0
001_6271_FY19,3/3/2019,7,3,1
001_6271_FY19,3/4/2019,8,1,0
001_6271_FY19,3/4/2019,8,2,0
001_6271_FY19,3/4/2019,8,3,0
001_6375_FY19,11/26/2018,1,1,0
001_6375_FY19,11/26/2018,1,2,0
001_6375_FY19,11/26/2018,1,3,0
001_6375_FY19,11/27/2018,2,1,0
001_6375_FY19,11/27/2018,2,2,0
001_6375_FY19,11/27/2018,2,3,0
001_6375_FY19,11/28/2018,3,1,0
001_6375_FY19,11/28/2018,3,2,0
001_6375_FY19,11/28/2018,3,3,0
001_6375_FY19,11/30/2018,1,1,0
001_6375_FY19,11/30/2018,1,2,0
001_6375_FY19,11/30/2018,1,3,0
001_6375_FY19,12/1/2018,2,1,0
001_6375_FY19,12/1/2018,2,2,0
001_6375_FY19,12/1/2018,2,3,0
001_6375_FY19,12/2/2018,3,1,0
001_6375_FY19,12/2/2018,3,2,1
001_6375_FY19,12/2/2018,3,3,0
001_6375_FY19,12/3/2018,4,1,1
001_6375_FY19,12/3/2018,4,2,0
001_6375_FY19,12/3/2018,4,3,0
001_6375_FY19,12/4/2018,5,1,0
001_6375_FY19,12/4/2018,5,2,1
001_6375_FY19,12/4/2018,5,3,0
001_6375_FY19,12/5/2018,6,1,0
001_6375_FY19,12/5/2018,6,2,0
001_6375_FY19,12/5/2018,6,3,0
001_6484_FY19,7/12/2019,1,1,0
001_6484_FY19,7/12/2019,1,2,0
001_6484_FY19,7/12/2019,1,3,0
001_6484_FY19,7/13/2019,2,1,0
001_6484_FY19,7/13/2019,2,2,0
001_6484_FY19,7/13/2019,2,3,0
001_6484_FY19,7/14/2019,3,1,0
001_6484_FY19,7/14/2019,3,2,0
001_6484_FY19,7/14/2019,3,3,0
001_6484_FY19,7/15/2019,4,1,0
001_6484_FY19,7/15/2019,4,2,0
001_6484_FY19,7/15/2019,4,3,0
001_6484_FY19,7/16/2019,5,1,0
001_6484_FY19,7/16/2019,5,2,0
001_6484_FY19,7/16/2019,5,3,0
001_6488_FY19,7/24/2019,1,1,0
001_6488_FY19,7/24/2019,1,2,0
001_6488_FY19,7/24/2019,1,3,0
001_6488_FY19,7/25/2019,2,1,0
001_6488_FY19,7/25/2019,2,2,0
001_6488_FY19,7/25/2019,2,3,0
001_6488_FY19,7/26/2019,3,1,0
001_6488_FY19,7/26/2019,3,2,0
001_6488_FY19,7/26/2019,3,3,0
001_6488_FY19,7/27/2019,4,1,0
001_6488_FY19,7/27/2019,4,2,0
001_6488_FY19,7/27/2019,4,3,0
001_6488_FY19,7/28/2019,5,1,0
001_6488_FY19,7/28/2019,5,2,0
001_6488_FY19,7/28/2019,5,3,0
001_6488_FY19,7/29/2019,6,1,0
001_6488_FY19,7/29/2019,6,2,0
001_6488_FY19,7/29/2019,6,3,0
001_6593_FY19,4/25/2019,1,1,0
001_6593_FY19,4/25/2019,1,2,0
001_6593_FY19,4/25/2019,1,3,0
001_6593_FY19,4/26/2019,2,1,0
001_6593_FY19,4/26/2019,2,2,0
001_6593_FY19,4/26/2019,2,3,0
001_6593_FY19,4/27/2019,3,1,0
001_6593_FY19,4/27/2019,3,2,0
001_6593_FY19,4/27/2019,3,3,0
001_6593_FY19,4/28/2019,4,1,0
001_6593_FY19,4/28/2019,4,2,0
001_6593_FY19,4/28/2019,4,3,0
001_6593_FY19,4/29/2019,5,1,0
001_6593_FY19,4/29/2019,5,2,0
001_6593_FY19,4/29/2019,5,3,0
001_6701_FY19,4/3/2019,1,1,0
001_6701_FY19,4/3/2019,1,2,0
001_6701_FY19,4/3/2019,1,3,0
001_6701_FY19,4/4/2019,2,1,0
001_6701_FY19,4/4/2019,2,2,0
001_6701_FY19,4/4/2019,2,3,0
001_6701_FY19,4/5/2019,3,1,0
001_6701_FY19,4/5/2019,3,2,1
001_6701_FY19,4/5/2019,3,3,0
001_6701_FY19,4/6/2019,4,1,0
001_6701_FY19,4/6/2019,4,2,0
001_6701_FY19,4/6/2019,4,3,0
001_6701_FY19,4/7/2019,5,1,0
001_6701_FY19,4/7/2019,5,2,0
001_6701_FY19,4/7/2019,5,3,0
001_6701_FY19,4/8/2019,6,1,0
001_6701_FY19,4/8/2019,6,2,0
001_6701_FY19,4/8/2019,6,3,0
001_6701_FY19,4/9/2019,7,1,0
001_6701_FY19,4/9/2019,7,2,0
001_6701_FY19,4/9/2019,7,3,0
001_6701_FY19,4/10/2019,8,1,0
001_6701_FY19,4/10/2019,8,2,0
001_6701_FY19,4/10/2019,8,3,0
001_6810_FY19,4/9/2019,1,1,0
001_6810_FY19,4/9/2019,1,2,0
001_6810_FY19,4/9/2019,1,3,0
001_6810_FY19,4/10/2019,2,1,0
001_6810_FY19,4/10/2019,2,2,0
001_6810_FY19,4/10/2019,2,3,0
001_6810_FY19,4/11/2019,3,1,0
001_6810_FY19,4/11/2019,3,2,0
001_6810_FY19,4/11/2019,3,3,0
001_6810_FY19,4/12/2019,4,1,0
001_6810_FY19,4/12/2019,4,2,0
001_6810_FY19,4/12/2019,4,3,0
001_6810_FY19,4/13/2019,5,1,0
001_6810_FY19,4/13/2019,5,2,0
001_6810_FY19,4/13/2019,5,3,0
001_6810_FY19,4/14/2019,6,1,0
001_6810_FY19,4/14/2019,6,2,0
001_6810_FY19,4/14/2019,6,3,0
001_6810_FY19,4/15/2019,7,1,0
001_6810_FY19,4/15/2019,7,2,0
001_6810_FY19,4/15/2019,7,3,0
001_6810_FY19,4/16/2019,8,1,0
001_6810_FY19,4/16/2019,8,2,0
001_6810_FY19,4/16/2019,8,3,0
001_6810_FY19,4/17/2019,9,1,0
001_6810_FY19,4/17/2019,9,2,0
001_6810_FY19,4/17/2019,9,3,0
001_6810_FY19,4/18/2019,10,1,0
001_6810_FY19,4/18/2019,10,2,0
001_6810_FY19,4/18/2019,10,3,0
001_6810_FY19,11/25/2019,1,1,0
001_6810_FY19,11/25/2019,1,2,0
001_6810_FY19,11/25/2019,1,3,0
001_6810_FY19,11/26/2019,2,1,0
001_6810_FY19,11/26/2019,2,2,0
001_6810_FY19,11/26/2019,2,3,0
001_6810_FY19,11/27/2019,3,1,0
001_6810_FY19,11/27/2019,3,2,0
001_6810_FY19,11/27/2019,3,3,0
001_6810_FY19,11/28/2019,4,1,0
001_6810_FY19,11/28/2019,4,2,0
001_6810_FY19,11/28/2019,4,3,0
001_6810_FY19,11/29/2019,5,1,0
001_6810_FY19,11/29/2019,5,2,0
001_6810_FY19,11/29/2019,5,3,0
001_6810_FY19,11/30/2019,6,1,0
001_6810_FY19,11/30/2019,6,2,0
001_6810_FY19,11/30/2019,6,3,0
001_6810_FY19,12/1/2019,7,1,0
001_6810_FY19,12/1/2019,7,2,0
001_6810_FY19,12/1/2019,7,3,0
001_6810_FY19,12/2/2019,8,1,0
001_6810_FY19,12/2/2019,8,2,0
001_6810_FY19,12/2/2019,8,3,0
001_6910_FY19,2/7/2019,1,1,0
001_6910_FY19,2/7/2019,1,2,0
001_6910_FY19,2/7/2019,1,3,0
001_6910_FY19,2/19/2019,1,1,0
001_6910_FY19,2/19/2019,1,2,0
001_6910_FY19,2/19/2019,1,3,0
001_6910_FY19,2/20/2019,2,1,0
001_6910_FY19,2/20/2019,2,2,0
001_6910_FY19,2/20/2019,2,3,0
001_6910_FY19,2/21/2019,3,1,0
001_6910_FY19,2/21/2019,3,2,0
001_6910_FY19,2/21/2019,3,3,0
001_6910_FY19,2/22/2019,4,1,0
001_6910_FY19,2/22/2019,4,2,0
001_6910_FY19,2/22/2019,4,3,0
001_6910_FY19,2/23/2019,5,1,0
001_6910_FY19,2/23/2019,5,2,0
001_6910_FY19,2/23/2019,5,3,0
001_6910_FY19,2/24/2019,6,1,0
001_6910_FY19,2/24/2019,6,2,0
001_6910_FY19,2/24/2019,6,3,0
001_6910_FY19,2/25/2019,7,1,0
001_6910_FY19,2/25/2019,7,2,0
001_6910_FY19,2/25/2019,7,3,0
001_6913_FY19,2/22/2019,1,1,0
001_6913_FY19,2/22/2019,1,2,0
001_6913_FY19,2/22/2019,1,3,0
001_6913_FY19,2/23/2019,2,1,0
001_6913_FY19,2/23/2019,2,2,0
001_6913_FY19,2/23/2019,2,3,0
001_6913_FY19,2/24/2019,3,1,0
001_6913_FY19,2/24/2019,3,2,0
001_6913_FY19,2/24/2019,3,3,0
001_6913_FY19,9/16/2019,1,1,0
001_6913_FY19,9/16/2019,1,2,0
001_6913_FY19,9/16/2019,1,3,0
001_6913_FY19,9/17/2019,2,1,0
001_6913_FY19,9/17/2019,2,2,0
001_6913_FY19,9/17/2019,2,3,0
001_6913_FY19,9/18/2019,3,1,0
001_6913_FY19,9/18/2019,3,2,0
001_6913_FY19,9/18/2019,3,3,0
001_6913_FY19,9/19/2019,4,1,0
001_6913_FY19,9/19/2019,4,2,0
001_6913_FY19,9/19/2019,4,3,0
001_6913_FY19,9/20/2019,5,1,0
001_6913_FY19,9/20/2019,5,2,0
001_6913_FY19,9/20/2019,5,3,0
001_6918_FY19,11/29/2019,1,1,0
001_6918_FY19,11/29/2019,1,2,0
001_6918_FY19,11/29/2019,1,3,0
001_6918_FY19,11/30/2019,2,1,0
001_6918_FY19,11/30/2019,2,2,0
001_6918_FY19,11/30/2019,2,3,0
001_6918_FY19,12/1/2019,3,1,1
001_6918_FY19,12/1/2019,3,2,0
001_6918_FY19,12/1/2019,3,3,0
001_6918_FY19,12/2/2019,4,1,0
001_6918_FY19,12/2/2019,4,2,0
001_6918_FY19,12/2/2019,4,3,0
001_6918_FY19,12/3/2019,5,1,0
001_6918_FY19,12/3/2019,5,2,0
001_6918_FY19,12/3/2019,5,3,1
001_6918_FY19,12/4/2019,6,1,1
001_6918_FY19,12/4/2019,6,2,0
001_6918_FY19,12/4/2019,6,3,0
001_6918_FY19,12/6/2019,1,1,1
001_6918_FY19,12/6/2019,1,2,0
001_6918_FY19,12/6/2019,1,3,0
001_6918_FY19,1/24/2020,1,1,0
001_6918_FY19,1/24/2020,1,2,0
001_6918_FY19,1/24/2020,1,3,0
001_6918_FY19,1/25/2020,2,1,0
001_6918_FY19,1/25/2020,2,2,0
001_6918_FY19,1/25/2020,2,3,0
001_6918_FY19,1/26/2020,3,1,0
001_6918_FY19,1/26/2020,3,2,0
001_6918_FY19,1/26/2020,3,3,0
001_6918_FY19,1/27/2020,4,1,0
001_6918_FY19,1/27/2020,4,2,0
001_6918_FY19,1/27/2020,4,3,0
001_6918_FY19,1/28/2020,5,1,0
001_6918_FY19,1/28/2020,5,2,0
001_6918_FY19,1/28/2020,5,3,0
001_6918_FY19,1/29/2020,6,1,0
001_6918_FY19,1/29/2020,6,2,0
001_6918_FY19,1/29/2020,6,3,0
001_6918_FY19,1/30/2020,7,1,0
001_6918_FY19,1/30/2020,7,2,0
001_6918_FY19,1/30/2020,7,3,0
001_6918_FY19,1/31/2020,8,1,0
001_6918_FY19,1/31/2020,8,2,0
001_6918_FY19,1/31/2020,8,3,0
001_6918_FY19,2/1/2020,9,1,0
001_6918_FY19,2/1/2020,9,2,0
001_6918_FY19,2/1/2020,9,3,0
001_7000_FY19,11/26/2018,1,1,0
001_7000_FY19,11/26/2018,1,2,0
001_7000_FY19,11/26/2018,1,3,0
001_7000_FY19,11/27/2018,2,1,0
001_7000_FY19,11/27/2018,2,2,0
001_7000_FY19,11/27/2018,2,3,1
001_7000_FY19,11/28/2018,3,1,0
001_7000_FY19,11/28/2018,3,2,0
001_7000_FY19,11/28/2018,3,3,1
001_7000_FY19,11/29/2018,4,1,0
001_7000_FY19,11/29/2018,4,2,0
001_7000_FY19,11/29/2018,4,3,0
001_7000_FY19,11/30/2018,5,1,0
001_7000_FY19,11/30/2018,5,2,0
001_7000_FY19,11/30/2018,5,3,0
001_7000_FY19,12/1/2018,6,1,0
001_7000_FY19,12/1/2018,6,2,0
001_7000_FY19,12/1/2018,6,3,0
001_7000_FY19,12/2/2018,7,1,0
001_7000_FY19,12/2/2018,7,2,1
001_7000_FY19,12/2/2018,7,3,0
001_7000_FY19,12/3/2018,8,1,0
001_7000_FY19,12/3/2018,8,2,0
001_7000_FY19,12/3/2018,8,3,0
001_7000_FY19,12/4/2018,9,1,0
001_7000_FY19,12/4/2018,9,2,0
001_7000_FY19,12/4/2018,9,3,0
001_7000_FY19,12/5/2018,10,1,0
001_7000_FY19,12/5/2018,10,2,0
001_7000_FY19,12/5/2018,10,3,0
001_7000_FY19,12/6/2018,11,1,0
001_7000_FY19,12/6/2018,11,2,0
001_7000_FY19,12/6/2018,11,3,0
001_7000_FY19,12/7/2018,12,1,0
001_7000_FY19,12/7/2018,12,2,0
001_7000_FY19,12/7/2018,12,3,1
001_7010_FY19,6/28/2019,1,1,0
001_7010_FY19,6/28/2019,1,2,0
001_7010_FY19,6/28/2019,1,3,0
001_7010_FY19,6/29/2019,2,1,0
001_7010_FY19,6/29/2019,2,2,0
001_7010_FY19,6/29/2019,2,3,0
001_7010_FY19,6/30/2019,3,1,0
001_7010_FY19,6/30/2019,3,2,0
001_7010_FY19,6/30/2019,3,3,0
001_7010_FY19,7/1/2019,4,1,0
001_7010_FY19,7/1/2019,4,2,0
001_7010_FY19,7/1/2019,4,3,0
001_7010_FY19,7/2/2019,5,1,0
001_7010_FY19,7/2/2019,5,2,0
001_7010_FY19,7/2/2019,5,3,0
001_7010_FY19,7/3/2019,6,1,0
001_7010_FY19,7/3/2019,6,2,0
001_7010_FY19,7/3/2019,6,3,0
001_7014_FY19,9/16/2019,1,1,0
001_7014_FY19,9/16/2019,1,2,0
001_7014_FY19,9/16/2019,1,3,0
001_7014_FY19,9/17/2019,2,1,0
001_7014_FY19,9/17/2019,2,2,0
001_7014_FY19,9/17/2019,2,3,0
001_7014_FY19,9/18/2019,3,1,0
001_7014_FY19,9/18/2019,3,2,0
001_7014_FY19,9/18/2019,3,3,0
001_7014_FY19,9/19/2019,4,1,0
001_7014_FY19,9/19/2019,4,2,0
001_7014_FY19,9/19/2019,4,3,0
001_7014_FY19,9/20/2019,5,1,0
001_7014_FY19,9/20/2019,5,2,0
001_7014_FY19,9/20/2019,5,3,0
001_7014_FY19,11/1/2019,1,1,0
001_7014_FY19,11/1/2019,1,2,0
001_7014_FY19,11/1/2019,1,3,0
001_7014_FY19,11/2/2019,2,1,0
001_7014_FY19,11/2/2019,2,2,0
001_7014_FY19,11/2/2019,2,3,0
001_7014_FY19,11/3/2019,3,1,0
001_7014_FY19,11/3/2019,3,2,0
001_7014_FY19,11/3/2019,3,3,0
001_7014_FY19,11/4/2019,4,1,0
001_7014_FY19,11/4/2019,4,2,0
001_7014_FY19,11/4/2019,4,3,0
001_7014_FY19,11/5/2019,5,1,0
001_7014_FY19,11/5/2019,5,2,0
001_7014_FY19,11/5/2019,5,3,0
001_7014_FY19,11/6/2019,6,1,0
001_7014_FY19,11/6/2019,6,2,0
001_7014_FY19,11/6/2019,6,3,0
001_7016_FY19,4/19/2019,1,1,0
001_7016_FY19,4/19/2019,1,2,0
001_7016_FY19,4/19/2019,1,3,0
001_7016_FY19,4/20/2019,2,1,0
001_7016_FY19,4/20/2019,2,2,0
001_7016_FY19,4/20/2019,2,3,0
001_7016_FY19,4/21/2019,3,1,0
001_7016_FY19,4/21/2019,3,2,0
001_7016_FY19,4/21/2019,3,3,0
001_7016_FY19,4/22/2019,4,1,0
001_7016_FY19,4/22/2019,4,2,0
001_7016_FY19,4/22/2019,4,3,0
001_7016_FY19,9/10/2019,1,1,0
001_7016_FY19,9/10/2019,1,2,0
001_7016_FY19,9/10/2019,1,3,0
001_7016_FY19,9/11/2019,2,1,0
001_7016_FY19,9/11/2019,2,2,0
001_7016_FY19,9/11/2019,2,3,0
001_7016_FY19,9/12/2019,3,1,0
001_7016_FY19,9/12/2019,3,2,0
001_7016_FY19,9/12/2019,3,3,0
001_7016_FY19,9/13/2019,4,1,0
001_7016_FY19,9/13/2019,4,2,0
001_7016_FY19,9/13/2019,4,3,0
001_7016_FY19,9/14/2019,5,1,0
001_7016_FY19,9/14/2019,5,2,0
001_7016_FY19,9/14/2019,5,3,0
001_7016_FY19,9/15/2019,6,1,1
001_7016_FY19,9/15/2019,6,2,0
001_7016_FY19,9/15/2019,6,3,0
001_7016_FY19,9/16/2019,7,1,0
001_7016_FY19,9/16/2019,7,2,0
001_7016_FY19,9/16/2019,7,3,0
001_7016_FY19,9/17/2019,8,1,0
001_7016_FY19,9/17/2019,8,2,0
001_7016_FY19,9/17/2019,8,3,0
001_7016_FY19,9/18/2019,9,1,0
001_7016_FY19,9/18/2019,9,2,0
001_7016_FY19,9/18/2019,9,3,0
001_7016_FY19,9/19/2019,10,1,0
001_7016_FY19,9/19/2019,10,2,0
001_7016_FY19,9/19/2019,10,3,0
001_7016_FY19,9/20/2019,11,1,0
001_7016_FY19,9/20/2019,11,2,0
001_7016_FY19,9/20/2019,11,3,0
001_7106_FY19,11/26/2018,1,1,0
001_7106_FY19,11/26/2018,1,2,0
001_7106_FY19,11/26/2018,1,3,0
001_7106_FY19,11/27/2018,2,1,0
001_7106_FY19,11/27/2018,2,2,0
001_7106_FY19,11/27/2018,2,3,0
001_7106_FY19,11/28/2018,3,1,0
001_7106_FY19,11/28/2018,3,2,0
001_7106_FY19,11/28/2018,3,3,0
001_7106_FY19,11/29/2018,4,1,0
001_7106_FY19,11/29/2018,4,2,0
001_7106_FY19,11/29/2018,4,3,0
001_7106_FY19,11/30/2018,5,1,0
001_7106_FY19,11/30/2018,5,2,0
001_7106_FY19,11/30/2018,5,3,0
001_7106_FY19,12/1/2018,6,1,0
001_7106_FY19,12/1/2018,6,2,0
001_7106_FY19,12/1/2018,6,3,0
001_7106_FY19,12/2/2018,7,1,0
001_7106_FY19,12/2/2018,7,2,0
001_7106_FY19,12/2/2018,7,3,0
001_7106_FY19,12/3/2018,8,1,0
001_7106_FY19,12/3/2018,8,2,0
001_7106_FY19,12/3/2018,8,3,0
001_7106_FY19,12/4/2018,9,1,0
001_7106_FY19,12/4/2018,9,2,0
001_7106_FY19,12/4/2018,9,3,0
001_7106_FY19,12/5/2018,10,1,0
001_7106_FY19,12/5/2018,10,2,0
001_7106_FY19,12/5/2018,10,3,0
001_7106_FY19,12/6/2018,11,1,0
001_7106_FY19,12/6/2018,11,2,0
001_7106_FY19,12/6/2018,11,3,0
001_7106_FY19,12/7/2018,12,1,0
001_7106_FY19,12/7/2018,12,2,0
001_7106_FY19,12/7/2018,12,3,0
001_7112_FY19,5/14/2019,1,1,0
001_7112_FY19,5/14/2019,1,2,0
001_7112_FY19,5/14/2019,1,3,0
001_7112_FY19,5/15/2019,2,1,0
001_7112_FY19,5/15/2019,2,2,0
001_7112_FY19,5/15/2019,2,3,0
001_7112_FY19,5/16/2019,3,1,0
001_7112_FY19,5/16/2019,3,2,0
001_7112_FY19,5/16/2019,3,3,0
001_7112_FY19,5/17/2019,4,1,0
001_7112_FY19,5/17/2019,4,2,0
001_7112_FY19,5/17/2019,4,3,0
001_7112_FY19,5/18/2019,5,1,0
001_7112_FY19,5/18/2019,5,2,0
001_7112_FY19,5/18/2019,5,3,0
001_7112_FY19,5/19/2019,6,1,0
001_7112_FY19,5/19/2019,6,2,0
001_7112_FY19,5/19/2019,6,3,0
001_7123_FY19,6/14/2019,1,1,0
001_7123_FY19,6/14/2019,1,2,0
001_7123_FY19,6/14/2019,1,3,0
001_7123_FY19,6/15/2019,2,1,0
001_7123_FY19,6/15/2019,2,2,0
001_7123_FY19,6/15/2019,2,3,0
001_7123_FY19,6/16/2019,3,1,0
001_7123_FY19,6/16/2019,3,2,0
001_7123_FY19,6/16/2019,3,3,0
001_7123_FY19,6/18/2019,1,1,0
001_7123_FY19,6/18/2019,1,2,0
001_7123_FY19,6/18/2019,1,3,0
001_7123_FY19,6/19/2019,2,1,0
001_7123_FY19,6/19/2019,2,2,0
001_7123_FY19,6/19/2019,2,3,0
001_7124_FY19,5/6/2019,1,1,0
001_7124_FY19,5/6/2019,1,2,0
001_7124_FY19,5/6/2019,1,3,0
001_7124_FY19,5/7/2019,2,1,0
001_7124_FY19,5/7/2019,2,2,0
001_7124_FY19,5/7/2019,2,3,0
001_7124_FY19,5/8/2019,3,1,0
001_7124_FY19,5/8/2019,3,2,0
001_7124_FY19,5/8/2019,3,3,0
001_7124_FY19,5/9/2019,4,1,0
001_7124_FY19,5/9/2019,4,2,0
001_7124_FY19,5/9/2019,4,3,0
001_7124_FY19,5/10/2019,5,1,0
001_7124_FY19,5/10/2019,5,2,0
001_7124_FY19,5/10/2019,5,3,0
001_7124_FY19,5/11/2019,6,1,0
001_7124_FY19,5/11/2019,6,2,0
001_7124_FY19,5/11/2019,6,3,0
001_7124_FY19,5/12/2019,7,1,0
001_7124_FY19,5/12/2019,7,2,0
001_7124_FY19,5/12/2019,7,3,0
001_7214_FY19,11/1/2019,1,1,0
001_7214_FY19,11/1/2019,1,2,0
001_7214_FY19,11/1/2019,1,3,0
001_7214_FY19,11/2/2019,2,1,0
001_7214_FY19,11/2/2019,2,2,0
001_7214_FY19,11/2/2019,2,3,0
001_7214_FY19,11/3/2019,3,1,0
001_7214_FY19,11/3/2019,3,2,0
001_7214_FY19,11/3/2019,3,3,0
001_7214_FY19,11/4/2019,4,1,0
001_7214_FY19,11/4/2019,4,2,0
001_7214_FY19,11/4/2019,4,3,0
001_7214_FY19,11/5/2019,5,1,0
001_7214_FY19,11/5/2019,5,2,0
001_7214_FY19,11/5/2019,5,3,0
001_7214_FY19,11/6/2019,6,1,0
001_7214_FY19,11/6/2019,6,2,0
001_7214_FY19,11/6/2019,6,3,0
001_7222_FY19,9/6/2019,1,1,0
001_7222_FY19,9/6/2019,1,2,0
001_7222_FY19,9/6/2019,1,3,0
001_7222_FY19,9/7/2019,2,1,0
001_7222_FY19,9/7/2019,2,2,0
001_7222_FY19,9/7/2019,2,3,0
001_7222_FY19,9/8/2019,3,1,0
001_7222_FY19,9/8/2019,3,2,0
001_7222_FY19,9/8/2019,3,3,0
001_7222_FY19,9/9/2019,4,1,0
001_7222_FY19,9/9/2019,4,2,0
001_7222_FY19,9/9/2019,4,3,0
001_7222_FY19,9/10/2019,5,1,0
001_7222_FY19,9/10/2019,5,2,0
001_7222_FY19,9/10/2019,5,3,0
001_7227_FY19,4/19/2019,1,1,0
001_7227_FY19,4/19/2019,1,2,0
001_7227_FY19,4/19/2019,1,3,0
001_7227_FY19,4/20/2019,2,1,0
001_7227_FY19,4/20/2019,2,2,0
001_7227_FY19,4/20/2019,2,3,0
001_7227_FY19,4/21/2019,3,1,0
001_7227_FY19,4/21/2019,3,2,0
001_7227_FY19,4/21/2019,3,3,0
001_7227_FY19,4/22/2019,4,1,0
001_7227_FY19,4/22/2019,4,2,0
001_7227_FY19,4/22/2019,4,3,0
001_7227_FY19,10/18/2019,1,1,0
001_7227_FY19,10/18/2019,1,2,0
001_7227_FY19,10/18/2019,1,3,0
001_7227_FY19,10/19/2019,2,1,0
001_7227_FY19,10/19/2019,2,2,0
