Site,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
004_4308_FY19,16.38129291,20.89490263,18.30034325,6.887714286,5.012571429,15.27257143,19.24828767,22.99200913,16.97003425,12.76855023,9.522170362,,,,,,,,,,,,,,
004_4513_FY19,20.38690476,18.60779494,19.0685654,21.56135402,,,,,,,,,,,,,,,,,,,,,
004_4516_FY19,20.44336671,10.38143036,6.723584906,11.6993073,16.21117424,20.18109987,22.91032953,21.46596692,,,,,,,,,,,,,,,,,
004_4518_FY19,22.7545904,22.39022663,22.93475177,22.87073864,22.61894587,23.5278174,,,,,,,,,,,,,,,,,,,
004_4520_FY19,25.47988077,24.6880597,26.41119403,24.01119403,24.00186846,23.36883408,24.00898204,24.44535928,,,,,,,,,,,,,,,,,
004_4522_FY19,16.23539638,17.17862117,18.91236034,21.25874126,,,,,,,,,,,,,,,,,,,,,
004_4618_FY19,17.60569106,17.98954704,17.99303944,19.8873117,17.20780347,,,,,,,,,,,,,,,,,,,,
004_4619_FY19,16.26147427,17.3060585,18.52967877,20.86239496,,,,,,,,,,,,,,,,,,,,,
004_4722_FY19,26.1577961,24.32796102,25.12462575,26.04640719,,,,,,,,,,,,,,,,,,,,,
004_4729_FY19,9.791956019,10.94046243,14.15704388,14.41493656,16.51382488,17.02707373,22.12658228,,,,,,,,,,,,,,,,,,
004_4827_FY19,17.94207723,15.47897196,20.90274064,20.08243968,19.85819892,22.23618598,22.33164642,21.87719892,,,,,,,,,,,,,,,,,
004_4834_FY19,26.85798611,26.63349515,27.01590595,26.59081492,26.96108815,28.08837689,26.70404664,,,,,,,,,,,,,,,,,,
004_4835_FY19,10.55821918,17.79047891,16.51510832,9.340935006,5.375285388,7.789053592,9.894121005,14.29988597,15.75256849,20.11687571,21.59332192,19.86914286,18.60901826,18.39028571,17.53804348,18.2208238,20.52061856,19.34621993,9.672107675,11.33744266,13.90241102,14.72586207,8.681950935,,
004_4924_FY19,25.34119718,25.33544304,23.75632022,25.02030812,23.55594406,25.04393305,25.42200557,,,,,,,,,,,,,,,,,,
004_4925_FY19,21.98869509,21.84806452,22.78217503,23.30487805,,,,,,,,,,,,,,,,,,,,,
004_4937_FY19,10.82534247,17.24600912,19.01626712,19.26197263,21.08276256,,,,,,,,,,,,,,,,,,,,
004_4939_FY19,23.25749625,24.25935629,25.14782934,27.68862275,27.51644245,24.9009716,27.53544776,,,,,,,,,,,,,,,,,,
004_5027_FY19,25.63333333,25.08495146,25.5988935,25.75138122,25.559573,27.23968363,,,,,,,,,,,,,,,,,,,
004_5042_FY19,26.49103586,26.2234748,27.2089404,26.85435931,28.76910408,28.08377135,27.31594488,26.48102094,,,,,,,,,,,,,,,,,
004_5138_FY19,24.59645954,22.99278499,23.53602305,24.21690647,25.91284075,25.26865136,23.91845494,,,,,,,,,,,,,,,,,,
004_5143_FY19,22.73467153,23.17423133,24.0755132,22.86400293,21.03860294,,,,,,,,,,,,,,,,,,,,
004_5236_FY19,23.63856305,22.11950147,20.76176471,21.25110294,22.32400589,,,,,,,,,,,,,,,,,,,,
004_5243_FY19,20.34418023,9.963927227,6.899056604,11.70308564,16.28566919,20.16814159,22.59252218,21.39135959,,,,,,,,,,,,,,,,,
004_5245_FY19,15.701373,21.31471936,18.39502288,6.758,4.392571429,14.56142857,19.31563927,23.03281963,16.87728311,12.86586758,8.777080958,,,,,,,,,,,,,,
004_5246_FY19,25.28361345,23.79755245,25.73709902,25.79387187,,,,,,,,,,,,,,,,,,,,,
004_5344_FY19,20.92426471,21.98783186,23.50258112,24.07496307,,,,,,,,,,,,,,,,,,,,,
005_5906_FY19,16.34564394,20.1028481,22.41318124,22.36435832,17.89808917,17.68558673,17.50191816,23.58322663,19.18284062,16.86840412,,,,,,,,,,,,,,,
005_5911_FY19,23.55658284,23.96555556,27.23256677,21.70430906,25.39821694,,,,,,,,,,,,,,,,,,,,
005_6001_FY19,21.61473088,21.74078014,22.5871266,22.02560455,23.26890157,,,,,,,,,,,,,,,,,,,,
005_6002_FY19,16.20991162,19.81867089,22.02474619,21.76175349,17.79490446,17.70376276,17.44085678,23.1446863,18.82349166,16.57979408,,,,,,,,,,,,,,,
005_6006_FY19,25.65307487,27.53004005,26.20372836,25.48105053,25.44927056,25.45271164,25.77341689,24.98550212,,,,,,,,,,,,,,,,,
005_6012_FY19,25.13535503,24.20722714,24.51733038,23.00368189,,,,,,,,,,,,,,,,,,,,,
005_6111_FY19,23.6295045,23.28823088,26.76161919,26.83671171,27.24624625,27.19790105,,,,,,,,,,,,,,,,,,,
005_6120_FY19,26.38758621,26.565427,27.30769231,25.76268861,,,,,,,,,,,,,,,,,,,,,
005_6122_FY19,21.55066568,23.47152367,23.88333333,27.52451709,22.07355126,24.75744048,,,,,,,,,,,,,,,,,,,
005_6125_FY19,23.76183252,24.70520581,25.12198068,24.04674306,24.70637786,23.76710684,24.42016807,,,,,,,,,,,,,,,,,,
005_6227_FY19,16.98863636,20.61012658,23.07541191,22.97204574,18.60764331,18.22289541,18.15377238,24.06241997,19.63078406,17.47007722,,,,,,,,,,,,,,,
005_6332_FY19,24.45883234,22.30202096,24.33245877,26.07458771,22.90592204,23.82608696,23.39189189,23.28323263,27.85644678,27.755997,27.95645646,27.68956456,,,,,,,,,,,,,
005_6434_FY19,16.04178177,13.97856155,13.98300971,15.43984701,16.41399721,17.46019553,20.1451049,,,,,,,,,,,,,,,,,,
005_6534_FY19,27.19785503,25.91998525,25.83923304,24.79197349,,,,,,,,,,,,,,,,,,,,,
005_6536_FY19,20.95137881,19.19440407,18.73177843,19.8729927,22.03216374,22.34077599,,,,,,,,,,,,,,,,,,,
005_6541_FY19,22.91775534,22.10379597,22.1,17.59308511,17.54363208,18.63738208,,,,,,,,,,,,,,,,,,,
005_6546_FY19,24.0297619,26.36922504,25.69374069,26.9988806,24.5426009,23.36248132,23.68899701,24.05651198,,,,,,,,,,,,,,,,,
005_6638_FY19,18.47438272,18.46508035,19.46189591,18.34378882,19.13339552,19.37624688,21.6834375,20.10168961,9.838770389,7.496545226,11.56116015,,,,,,,,,,,,,,
005_6639_FY19,22.64994299,11.35005701,17.64196123,18.93785633,19.9059293,21.95353478,14.40877993,18.98147092,20.47206385,,,,,,,,,,,,,,,,
005_6755_FY19,22.10889396,10.58323831,16.19099202,18.0122577,20.49971494,21.6322208,,,,,,,,,,,,,,,,,,,
005_6856_FY19,23.51238592,23.12353706,23.51071429,22.50841969,22.53525226,,,,,,,,,,,,,,,,,,,,
005_6964_FY19,20.84036145,20.83545576,19.84543011,22.01783311,23.46659919,22.72124493,,,,,,,,,,,,,,,,,,,
005_7061_FY19,24.53181138,22.25561377,23.88605697,25.7083958,22.75524738,23.69632132,,,,,,,,,,,,,,,,,,,
005_7062_FY19,16.36671271,14.37950139,13.88280166,15.59248957,16.93837047,18.36173184,21.38286713,,,,,,,,,,,,,,,,,,
005_7065_FY19,24.6028777,26.86262554,26.03116046,24.71459227,23.79321429,23.97079772,,,,,,,,,,,,,,,,,,,
005_7072_FY19,20.33134642,17.8318118,18.83309859,21.30261299,21.50176554,,,,,,,,,,,,,,,,,,,,
005_7168_FY19,22.00305998,23.65153374,22.96402214,22.93103448,,,,,,,,,,,,,,,,,,,,,
005_7169_FY19,21.68094901,21.88652482,23.44416785,22.65420228,23.24072753,,,,,,,,,,,,,,,,,,,,
005_7273_FY19,19.64735772,21.04993207,23.48231293,24.32571623,23.77322404,15.17671233,15.87688615,18.17537827,24.22761708,,,,,,,,,,,,,,,,
005_7369_FY19,24.65879828,23.42775393,21.55093257,23.64064748,22.94172662,24.15836941,21.99602601,,,,,,,,,,,,,,,,,,
005_7373_FY19,27.28110945,25.72451274,25.97484985,25.39955022,22.87743628,24.02811094,25.38061377,,,,,,,,,,,,,,,,,,
005_7477_FY19,24.39245636,23.34993773,21.47111801,22.05552109,22.55909653,24.0537037,27.19944513,,,,,,,,,,,,,,,,,,
005_7484_FY19,21.44216691,22.69582723,21.24889868,19.86306902,20.60530191,21.88938053,23.25184366,24.13496241,,,,,,,,,,,,,,,,,
005_7578_FY19,23.16441441,22.86544228,27.40990991,26.90840841,27.26276276,27.16416792,,,,,,,,,,,,,,,,,,,
005_7580_FY19,20.50925926,16.44932015,6.662019827,7.157142857,6.735385572,11.19326683,15.52933833,18.29161452,21.1838143,23.75659548,12.18419395,11.42087011,13.57648546,15.12420786,,,,,,,,,,,
005_7586_FY19,20.76311288,22.05679224,22.98460661,23.93607306,21.60685714,,,,,,,,,,,,,,,,,,,,
005_7679_FY19,24.53181138,22.25561377,23.88605697,25.7083958,22.75524738,23.69632132,,,,,,,,,,,,,,,,,,,
005_7685_FY19,21.3249694,23.08282209,22.12453875,22.1182266,,,,,,,,,,,,,,,,,,,,,
005_7686_FY19,19.3197832,20.82914402,23.46496599,24.41575716,23.76502732,14.43972603,15.73731139,17.8823934,24.19834711,,,,,,,,,,,,,,,,
005_7784_FY19,22.1943631,23.2181552,21.65528634,20.48125,21.05919118,22.16408555,,,,,,,,,,,,,,,,,,,
005_7791_FY19,16.49585635,14.30228532,13.68238558,15.07093185,16.50766017,17.91934358,20.43146853,,,,,,,,,,,,,,,,,,
005_8257_FY19,25.91191904,26.81296852,26.48688156,24.11056972,24.77398801,26.32821856,,,,,,,,,,,,,,,,,,,
005_8262_FY19,14.64516129,16.32235142,16.13503886,13.67337662,11.86150845,14.77444589,17.0982376,,,,,,,,,,,,,,,,,,
006_4736_FY19,22.85313901,23.10703593,24.08420659,22.32859281,,,,,,,,,,,,,,,,,,,,,
006_4737_FY19,24.93317819,23.99933687,25.63046358,25.17744063,24.98320158,24.44710907,23.88484252,,,,,,,,,,,,,,,,,,
006_4840_FY19,20.32620321,20.15,19.41196237,21.65262803,22.13697706,,,,,,,,,,,,,,,,,,,,
006_5364_FY19,21.97203504,22.15148448,21.85994587,19.89600271,21.18580163,,,,,,,,,,,,,,,,,,,,
006_5567_FY19,24.50692771,24.18840144,24.45863309,21.55868263,23.47906699,22.82428401,,,,,,,,,,,,,,,,,,,
